lncRNA,target
DOCK7-DT,MPC2
DOCK7-DT,MDM2
DOCK7-DT,MIER1
DOCK7-DT,MT-ND4L
DOCK7-DT,MT-ND1
DOCK7-DT,MORC3
DOCK7-DT,MED14
DOCK7-DT,MOSMO
DOCK7-DT,MPZL1
DOCK7-DT,MTFMT
DOCK7-DT,MICU3
DOCK7-DT,MSH3
DOCK7-DT,MTHFD1L
DOCK7-DT,MLLT3
DOCK7-DT,MYL12B
DOCK7-DT,MSL2
DOCK7-DT,MOB1B
DOCK7-DT,MTMR1
DOCK7-DT,MTREX
DOCK7-DT,MXI1
DOCK7-DT,MTMR6
DOCK7-DT,NAE1
DOCK7-DT,N4BP2L1
DOCK7-DT,NAF1
DOCK7-DT,MRPL19
DOCK7-DT,NAP1L5
DOCK7-DT,MXD1
DOCK7-DT,NAA16
DOCK7-DT,MTUS1
DOCK7-DT,NBDY
DOCK7-DT,NCK2
DOCK7-DT,NDUFA2
DOCK7-DT,NDUFB7
DOCK7-DT,NARS2
DOCK7-DT,NDUFA4
DOCK7-DT,NDUFB6
DOCK7-DT,N4BP1
DOCK7-DT,NDUFB2
DOCK7-DT,NCL
DOCK7-DT,NICOL1
DOCK7-DT,NEK7
DOCK7-DT,NDFIP2
DOCK7-DT,NECAB1
DOCK7-DT,NECTIN3
DOCK7-DT,NDUFA5
DOCK7-DT,NHLRC3
DOCK7-DT,NCAM2
DOCK7-DT,NBN
DOCK7-DT,NKAIN2
DOCK7-DT,NMD3
DOCK7-DT,NFATC3
DOCK7-DT,NEO1
DOCK7-DT,NETO2
DOCK7-DT,NPC1
DOCK7-DT,NR2C1
DOCK7-DT,NEDD4L
DOCK7-DT,NRDC
DOCK7-DT,NT5C3A
DOCK7-DT,NR1D2
DOCK7-DT,NSMAF
DOCK7-DT,NTN4
DOCK7-DT,NXPH1
DOCK7-DT,OST4
DOCK7-DT,NUS1
DOCK7-DT,NUCKS1
DOCK7-DT,NRIP1
DOCK7-DT,ORC2
DOCK7-DT,NUP58
DOCK7-DT,P3H2
DOCK7-DT,OSBP
DOCK7-DT,PAIP1
DOCK7-DT,OXSR1
DOCK7-DT,OXR1
DOCK7-DT,PAFAH1B2
DOCK7-DT,PAM
DOCK7-DT,ODF2L
DOCK7-DT,OSBPL3
DOCK7-DT,PARG
DOCK7-DT,PAPOLA
DOCK7-DT,PAXBP1
DOCK7-DT,PCNP
DOCK7-DT,PALS1
DOCK7-DT,PDCD10
DOCK7-DT,OGFRL1
DOCK7-DT,PAN3
DOCK7-DT,PAK2
DOCK7-DT,PCMTD2
DOCK7-DT,PCMTD1
DOCK7-DT,PDGFC
DOCK7-DT,PARP8
DOCK7-DT,PALS2
DOCK7-DT,PCGF5
DOCK7-DT,PELI1
DOCK7-DT,PCM1
DOCK7-DT,PDS5A
DOCK7-DT,PIGX
DOCK7-DT,PICALM
DOCK7-DT,PIP4P2
DOCK7-DT,PLPP1
DOCK7-DT,PLPPR1
DOCK7-DT,PLEKHM2
DOCK7-DT,PMS1
DOCK7-DT,PLPPR5
DOCK7-DT,PON2
DOCK7-DT,PLPPR4
DOCK7-DT,PLCB1
DOCK7-DT,PPP1R14C
DOCK7-DT,PPP2CB
DOCK7-DT,PPM1B
DOCK7-DT,PPP1R21
DOCK7-DT,PPP1R2
DOCK7-DT,PPP3CC
DOCK7-DT,PRDX1
DOCK7-DT,PPP2R2A
DOCK7-DT,PPP3CB
DOCK7-DT,PPP4R4
DOCK7-DT,PPP1R12A
DOCK7-DT,PPP2R5C
DOCK7-DT,PPP6C
DOCK7-DT,PPP4R2
DOCK7-DT,PPP4R3B
DOCK7-DT,PPIG
DOCK7-DT,PRKACB
DOCK7-DT,PRKRA
DOCK7-DT,PPP2R3A
DOCK7-DT,PRPF40B
DOCK7-DT,PSIP1
DOCK7-DT,PPM1A
DOCK7-DT,PRRX1
DOCK7-DT,PTGES3
DOCK7-DT,PSMD12
DOCK7-DT,PTPN12
DOCK7-DT,PRKG1
DOCK7-DT,RAB12
DOCK7-DT,RAB28
DOCK7-DT,PWWP2A
DOCK7-DT,RABAC1
DOCK7-DT,RAB10
DOCK7-DT,RAB5A
DOCK7-DT,PSME4
DOCK7-DT,PTPRK
DOCK7-DT,RAB14
DOCK7-DT,RAB6A
DOCK7-DT,PTBP3
DOCK7-DT,PTPN11
DOCK7-DT,RALYL
DOCK7-DT,RAD23B
DOCK7-DT,RAP1GDS1
DOCK7-DT,PTPN13
DOCK7-DT,RABEP1
DOCK7-DT,RAP1A
DOCK7-DT,RAVER2
DOCK7-DT,RB1
DOCK7-DT,RASA2
DOCK7-DT,RCAN2
DOCK7-DT,RBM26
DOCK7-DT,RAPGEF5
DOCK7-DT,RAD50
DOCK7-DT,RDX
DOCK7-DT,RB1CC1
DOCK7-DT,RHEB
DOCK7-DT,RBL2
DOCK7-DT,REEP3
DOCK7-DT,RALGAPB
DOCK7-DT,RCOR1
DOCK7-DT,REV1
DOCK7-DT,RBFOX2
DOCK7-DT,RCN2
DOCK7-DT,RNF11
DOCK7-DT,RASGRF2
DOCK7-DT,RNF149
DOCK7-DT,RGS7
DOCK7-DT,RNF170
DOCK7-DT,RIMKLB
DOCK7-DT,RNF157
DOCK7-DT,RETREG1
DOCK7-DT,RIC1
DOCK7-DT,RPL15
DOCK7-DT,RNF111
DOCK7-DT,RLF
DOCK7-DT,RPS28
DOCK7-DT,RPS14
DOCK7-DT,RNASEH2B
DOCK7-DT,RRAS2
DOCK7-DT,SAT1
DOCK7-DT,RNF169
DOCK7-DT,RUFY2
DOCK7-DT,RTN3
DOCK7-DT,RPS6KC1
DOCK7-DT,RO60
DOCK7-DT,ROCK2
DOCK7-DT,RSBN1L
DOCK7-DT,SCAF8
DOCK7-DT,SCD
DOCK7-DT,SCFD1
DOCK7-DT,SCARB2
DOCK7-DT,RUNX1T1
DOCK7-DT,RPS6KA6
DOCK7-DT,SERP2
DOCK7-DT,SELENOT
DOCK7-DT,SEL1L3
DOCK7-DT,SEC63
DOCK7-DT,SF1
DOCK7-DT,SGPP1
DOCK7-DT,SIMC1
DOCK7-DT,SETD5
DOCK7-DT,SGCE
DOCK7-DT,SLC1A1
DOCK7-DT,SH3GLB1
DOCK7-DT,SETD2
DOCK7-DT,SLAIN2
DOCK7-DT,SLIRP
DOCK7-DT,SLC25A36
DOCK7-DT,SKIL
DOCK7-DT,SLC35F1
DOCK7-DT,SLC39A10
DOCK7-DT,SLC36A4
DOCK7-DT,SLC41A2
DOCK7-DT,SMAD1
DOCK7-DT,SLC6A15
DOCK7-DT,SNAPC3
DOCK7-DT,SNRPB2
DOCK7-DT,SMARCAD1
DOCK7-DT,SNX3
DOCK7-DT,SMC6
DOCK7-DT,SMIM13
DOCK7-DT,SNAP91
DOCK7-DT,SOD1
DOCK7-DT,SNX4
DOCK7-DT,SMARCC1
DOCK7-DT,SNX6
DOCK7-DT,SNAP25
DOCK7-DT,SPCS2
DOCK7-DT,SLK
DOCK7-DT,SPATA7
DOCK7-DT,SMARCA5
DOCK7-DT,SPCS3
DOCK7-DT,SNX13
DOCK7-DT,SRP9
DOCK7-DT,SRI
DOCK7-DT,SMCHD1
DOCK7-DT,SPIRE1
DOCK7-DT,SNX30
DOCK7-DT,SRSF2
DOCK7-DT,SSB
DOCK7-DT,SRRM1
DOCK7-DT,SRPK1
DOCK7-DT,ST7
DOCK7-DT,SPAG9
DOCK7-DT,ST3GAL6
DOCK7-DT,SPG11
DOCK7-DT,SPPL2A
DOCK7-DT,SPRED1
DOCK7-DT,STRAP
DOCK7-DT,STK39
DOCK7-DT,SSX2IP
DOCK7-DT,SPTAN1
DOCK7-DT,STAM2
DOCK7-DT,SUMO1
DOCK7-DT,STIM2
DOCK7-DT,STT3B
DOCK7-DT,SUMF1
DOCK7-DT,STEAP2
DOCK7-DT,SUZ12
DOCK7-DT,TARS3
DOCK7-DT,TBCA
DOCK7-DT,TAF3
DOCK7-DT,TAPT1
DOCK7-DT,TCP1
DOCK7-DT,TERF2IP
DOCK7-DT,TDG
DOCK7-DT,TBPL1
DOCK7-DT,SYNRG
DOCK7-DT,TENT2
DOCK7-DT,TIPRL
DOCK7-DT,TASOR
DOCK7-DT,TBL1X
DOCK7-DT,TMEM14A
DOCK7-DT,TMEM160
DOCK7-DT,TFG
DOCK7-DT,TMEM178A
DOCK7-DT,TMEFF2
DOCK7-DT,TMED10
DOCK7-DT,TMEM50A
DOCK7-DT,TMEM9B
DOCK7-DT,TM9SF3
DOCK7-DT,TMEM248
DOCK7-DT,TMEM41B
DOCK7-DT,TMEM260
DOCK7-DT,TMEM30A
DOCK7-DT,TPD52L1
DOCK7-DT,TMEM67
DOCK7-DT,TOMM70
DOCK7-DT,TPGS2
DOCK7-DT,TMEM33
DOCK7-DT,TNKS2
DOCK7-DT,TRAPPC11
DOCK7-DT,TMEM135
DOCK7-DT,TRIQK
DOCK7-DT,TRIM37
DOCK7-DT,TRMT11
DOCK7-DT,TRAPPC8
DOCK7-DT,TTC13
DOCK7-DT,TNRC6A
DOCK7-DT,TRAPPC10
DOCK7-DT,TRIM13
DOCK7-DT,TUSC3
DOCK7-DT,UBE2E3
DOCK7-DT,UBE2D2
DOCK7-DT,TRIM33
DOCK7-DT,TTC14
DOCK7-DT,UBE2L3
DOCK7-DT,UBE2G1
DOCK7-DT,TUT4
DOCK7-DT,UFM1
DOCK7-DT,UBE2H
DOCK7-DT,UBE2K
DOCK7-DT,UGCG
DOCK7-DT,UHRF2
DOCK7-DT,UBE3C
DOCK7-DT,UBXN2B
DOCK7-DT,UGGT2
DOCK7-DT,UBASH3B
DOCK7-DT,UCHL5
DOCK7-DT,UBE4A
DOCK7-DT,TTLL7
DOCK7-DT,VDAC1
DOCK7-DT,USP12
DOCK7-DT,USP33
DOCK7-DT,USP14
DOCK7-DT,USP48
DOCK7-DT,VPS29
DOCK7-DT,USP25
DOCK7-DT,UBR2
DOCK7-DT,UBR3
DOCK7-DT,UVRAG
DOCK7-DT,VAV3
DOCK7-DT,UHMK1
DOCK7-DT,WASF1
DOCK7-DT,VPS54
DOCK7-DT,VAPA
DOCK7-DT,VKORC1L1
DOCK7-DT,WDSUB1
DOCK7-DT,WASHC5
DOCK7-DT,VWC2L
DOCK7-DT,WASL
DOCK7-DT,WDR47
DOCK7-DT,WASHC4
DOCK7-DT,WAPL
DOCK7-DT,YWHAH
DOCK7-DT,XRCC5
DOCK7-DT,YWHAE
DOCK7-DT,YWHAQ
DOCK7-DT,WWP1
DOCK7-DT,WDR17
DOCK7-DT,ZBTB1
DOCK7-DT,YWHAB
DOCK7-DT,YTHDC1
DOCK7-DT,ZFAND6
DOCK7-DT,ZDHHC20
DOCK7-DT,ZMYM5
DOCK7-DT,XPR1
DOCK7-DT,WWC2
DOCK7-DT,ZNF131
DOCK7-DT,ZNF25
DOCK7-DT,ZC3H13
DOCK7-DT,ZNF385B
DOCK7-DT,ZC3H12B
DOCK7-DT,ZNF529
DOCK7-DT,ZMYM4
DOCK7-DT,ZNF782
DOCK7-DT,ZNF83
DOCK7-DT,ZNF91
DOCK7-DT,ZNF804B
DOCK7-DT,ZSWIM6
DOCK7-DT,ZNF318
DOCK7-DT,ZNF518A
DPH5-DT,ALCAM
DPH5-DT,AGFG1
DPH5-DT,ANKRD46
DPH5-DT,AP1S2
DPH5-DT,ARL8B
DPH5-DT,ARAP2
DPH5-DT,ARL5A
DPH5-DT,ATOSA
DPH5-DT,BANF1
DPH5-DT,BASP1
DPH5-DT,AZI2
DPH5-DT,BCAP29
DPH5-DT,BEX4
DPH5-DT,BCLAF3
DPH5-DT,C1GALT1
DPH5-DT,CAPN7
DPH5-DT,CARNMT1
DPH5-DT,CASD1
DPH5-DT,CBFB
DPH5-DT,CCNYL1
DPH5-DT,CCSAP
DPH5-DT,CDK8
DPH5-DT,CEP126
DPH5-DT,CERS6
DPH5-DT,CLK4
DPH5-DT,CMPK1
DPH5-DT,CMC1
DPH5-DT,CNOT7
DPH5-DT,CRPPA
DPH5-DT,CUL5
DPH5-DT,CUL3
DPH5-DT,CYP7B1
DPH5-DT,DNAJB14
DPH5-DT,DPH6
DPH5-DT,DTWD2
DPH5-DT,EIF3J
DPH5-DT,EIF1AX
DPH5-DT,ENPP4
DPH5-DT,ERLEC1
DPH5-DT,EPM2AIP1
DPH5-DT,ETNK1
DPH5-DT,FAM3C
DPH5-DT,FAM135A
DPH5-DT,FAR2
DPH5-DT,GIPC2
DPH5-DT,GHR
DPH5-DT,GLS
DPH5-DT,GOLT1B
DPH5-DT,GMFB
DPH5-DT,GPM6B
DPH5-DT,H2AZ1
DPH5-DT,HPRT1
DPH5-DT,HNRNPLL
DPH5-DT,IFNGR2
DPH5-DT,IRAK1BP1
DPH5-DT,KANSL1L
DPH5-DT,LAGE3
DPH5-DT,KRAS
DPH5-DT,LAMP2
DPH5-DT,LRP12
DPH5-DT,LMBRD2
DPH5-DT,MAGEH1
DPH5-DT,MAP4K3
DPH5-DT,MAPK9
DPH5-DT,MBD2
DPH5-DT,MFF
DPH5-DT,METTL15
DPH5-DT,MICU2
DPH5-DT,MT-ND4L
DPH5-DT,MICU3
DPH5-DT,MOB1B
DPH5-DT,MYL12B
DPH5-DT,MTPN
DPH5-DT,NAF1
DPH5-DT,MTMR2
DPH5-DT,NAA15
DPH5-DT,NICOL1
DPH5-DT,NEK7
DPH5-DT,NDUFA5
DPH5-DT,NIPAL2
DPH5-DT,NUP42
DPH5-DT,OLA1
DPH5-DT,PAIP1
DPH5-DT,OSTM1
DPH5-DT,OGFRL1
DPH5-DT,PCNP
DPH5-DT,PACRGL
DPH5-DT,PALS2
DPH5-DT,PIGX
DPH5-DT,PLPPR5
DPH5-DT,PPP2CB
DPH5-DT,PPP1R2
DPH5-DT,PPP4R4
DPH5-DT,PPP4R3A
DPH5-DT,PPP4R2
DPH5-DT,PSIP1
DPH5-DT,PTS
DPH5-DT,PTPN12
DPH5-DT,RABAC1
DPH5-DT,RAB5A
DPH5-DT,RAB6A
DPH5-DT,RB1
DPH5-DT,RASSF8
DPH5-DT,RFK
DPH5-DT,REEP3
DPH5-DT,RETREG1
DPH5-DT,RMND5A
DPH5-DT,RRAGA
DPH5-DT,RRAS2
DPH5-DT,ROCK2
DPH5-DT,SCG5
DPH5-DT,RPS6KA3
DPH5-DT,SELENOT
DPH5-DT,SLC38A6
DPH5-DT,SNAPC3
DPH5-DT,SNX3
DPH5-DT,SLK
DPH5-DT,SMURF2
DPH5-DT,SOS2
DPH5-DT,SPCS3
DPH5-DT,SPPL2A
DPH5-DT,SREK1IP1
DPH5-DT,SSX2IP
DPH5-DT,STXBP6
DPH5-DT,TCEAL7
DPH5-DT,TBPL1
DPH5-DT,TMEFF2
DPH5-DT,TMEM230
DPH5-DT,TMEM9B
DPH5-DT,TM9SF3
DPH5-DT,TOMM7
DPH5-DT,TMEM67
DPH5-DT,TOMM70
DPH5-DT,TRAPPC8
DPH5-DT,TUSC3
DPH5-DT,UBE2G1
DPH5-DT,UGGT2
DPH5-DT,UCHL5
DPH5-DT,USP12
DPH5-DT,UBR3
DPH5-DT,USP25
DPH5-DT,VMA21
DPH5-DT,WAPL
DPH5-DT,ZMYM5
DPH5-DT,ZNF782
DPH5-DT,ZNF804A
DPH5-DT,ZNF770
DPH6-DT,ABHD17B
DPH6-DT,ADK
DPH5-DT,ZYG11B
DPH6-DT,ADD3
DPH6-DT,ACSL3
DPH6-DT,AGGF1
DPH6-DT,AGTPBP1
DPH6-DT,AKAP7
DPH6-DT,AK3
DPH6-DT,ANAPC10
DPH6-DT,ALCAM
DPH6-DT,ANKAR
DPH6-DT,AMMECR1
DPH6-DT,ANKRD46
DPH6-DT,AGFG1
DPH6-DT,AP3S1
DPH6-DT,AP1S2
DPH6-DT,AHCTF1
DPH6-DT,ANKIB1
DPH6-DT,ARF4
DPH6-DT,ANKRD26
DPH6-DT,ARGLU1
DPH6-DT,ARL15
DPH6-DT,ARL13B
DPH6-DT,ARAP2
DPH6-DT,ARL5A
DPH6-DT,ARHGAP21
DPH6-DT,ATF4
DPH6-DT,ARMC8
DPH6-DT,ATG10
DPH6-DT,ARHGAP42
DPH6-DT,ARPP19
DPH6-DT,ATG5
DPH6-DT,ATP1B3
DPH6-DT,ATP5ME
DPH6-DT,ATP6V0E1
DPH6-DT,ASPH
DPH6-DT,ATOSA
DPH6-DT,AUH
DPH6-DT,ATXN10
DPH6-DT,ATP6V0E2
DPH6-DT,B2M
DPH6-DT,BAALC
DPH6-DT,BCAP29
DPH6-DT,ATP8B1
DPH6-DT,ATP2A2
DPH6-DT,ATP8A1
DPH6-DT,ATRN
DPH6-DT,ATRNL1
DPH6-DT,BLTP3B
DPH6-DT,BICC1
DPH6-DT,BCLAF3
DPH6-DT,C4orf3
DPH6-DT,C1orf52
DPH6-DT,BMAL2
DPH6-DT,CA10
DPH6-DT,C6orf62
DPH6-DT,CAB39
DPH6-DT,CACYBP
DPH6-DT,BPNT2
DPH6-DT,BMP2K
DPH6-DT,C1GALT1
DPH6-DT,CALM1
DPH6-DT,CACHD1
DPH6-DT,BTAF1
DPH6-DT,CACNB2
DPH6-DT,CAPN7
DPH6-DT,CADPS2
DPH6-DT,CARNMT1
DPH6-DT,CBFB
DPH6-DT,CASD1
DPH6-DT,CBR4
DPH6-DT,CACNA2D1
DPH6-DT,CAST
DPH6-DT,CCDC148
DPH6-DT,CCDC91
DPH6-DT,CCT6A
DPH6-DT,CCNYL1
DPH6-DT,CDC16
DPH6-DT,CASP8AP2
DPH6-DT,CCDC6
DPH6-DT,CCNY
DPH6-DT,CCSAP
DPH6-DT,CD2AP
DPH6-DT,CASK
DPH6-DT,CDC14B
DPH6-DT,CDK17
DPH6-DT,CDC27
DPH6-DT,CDC73
DPH6-DT,CCSER2
DPH6-DT,CCDC50
DPH6-DT,CDS1
DPH6-DT,CEP57
DPH6-DT,CFAP36
DPH6-DT,CEP83
DPH6-DT,CDK19
DPH6-DT,CHN1
DPH6-DT,CHN2
DPH6-DT,CISD1
DPH6-DT,CEP126
DPH6-DT,CLDN11
DPH6-DT,CLTA
DPH6-DT,CEP85L
DPH6-DT,CMAS
DPH6-DT,CLK4
DPH6-DT,CHST11
DPH6-DT,CEP97
DPH6-DT,CERT1
DPH6-DT,CMPK1
DPH6-DT,CHL1
DPH6-DT,CHD1
DPH6-DT,COMMD6
DPH6-DT,COX5B
DPH6-DT,COX5A
DPH6-DT,CMC1
DPH6-DT,COP1
DPH6-DT,COX7C
DPH6-DT,CNTN3
DPH6-DT,COG6
DPH6-DT,COPS8
DPH6-DT,CPE
DPH6-DT,CPOX
DPH6-DT,CLTC
DPH6-DT,CMTM4
DPH6-DT,CREM
DPH6-DT,CRK
DPH6-DT,CTNNAL1
DPH6-DT,CRPPA
DPH6-DT,CSNK1G3
DPH6-DT,CTDSPL
DPH6-DT,DCAF6
DPH6-DT,CUL5
DPH6-DT,CUL3
DPH6-DT,DDHD2
DPH6-DT,DDX42
DPH6-DT,CYP7B1
DPH6-DT,DENND6A
DPH6-DT,DCAF10
DPH6-DT,DHX29
DPH6-DT,DNAJC1
DPH6-DT,DHX36
DPH6-DT,DENND1B
DPH6-DT,DENND4A
DPH6-DT,DPH6
DPH6-DT,DPY19L2
DPH6-DT,DUT
DPH6-DT,DTWD2
DPH6-DT,EGLN3
DPH6-DT,EDIL3
DPH6-DT,EIF1AX
DPH6-DT,EFNA5
DPH6-DT,EFR3A
DPH6-DT,ELMOD1
DPH6-DT,DSCAM
DPH6-DT,ELOVL4
DPH6-DT,ECPAS
DPH6-DT,ELL2
DPH6-DT,ELAPOR2
DPH6-DT,EPC2
DPH6-DT,ETFA
DPH6-DT,ELP4
DPH6-DT,ERLEC1
DPH6-DT,ERO1A
DPH6-DT,ESCO1
DPH6-DT,EXTL2
DPH6-DT,EPM2AIP1
DPH6-DT,ETNK1
DPH6-DT,FAM184A
DPH6-DT,FAM117B
DPH6-DT,FAM135A
DPH6-DT,FBXL3
DPH6-DT,EVI5
DPH6-DT,FAM169A
DPH6-DT,FAF1
DPH6-DT,FBXO33
DPH6-DT,FAM199X
DPH6-DT,FAR2
DPH6-DT,FEM1B
DPH6-DT,FMNL2
DPH6-DT,FGD4
DPH6-DT,FIP1L1
DPH6-DT,G3BP2
DPH6-DT,GBE1
DPH6-DT,FRRS1L
DPH6-DT,GAD2
DPH6-DT,GCFC2
DPH6-DT,GGNBP2
DPH6-DT,GIPC2
DPH6-DT,GDA
DPH6-DT,GHR
DPH6-DT,GABRA2
DPH6-DT,GMCL1
DPH6-DT,GLS
DPH6-DT,GOLPH3
DPH6-DT,GOLT1B
DPH6-DT,GARS1
DPH6-DT,GOPC
DPH6-DT,GNAL
DPH6-DT,GMFB
DPH6-DT,GRAMD2B
DPH6-DT,GRAMD1C
DPH6-DT,GTF2F2
DPH6-DT,H2AZ1
DPH6-DT,GOLGA4
DPH6-DT,GPR107
DPH6-DT,GPSM2
DPH6-DT,GRSF1
DPH6-DT,GSPT1
DPH6-DT,HMGCLL1
DPH6-DT,HPRT1
DPH6-DT,HMGN1
DPH6-DT,HNRNPLL
DPH6-DT,HS3ST5
DPH6-DT,IDI1
DPH6-DT,IFT57
DPH6-DT,HSPH1
DPH6-DT,HS2ST1
DPH6-DT,INSIG1
DPH6-DT,ISCA1
DPH6-DT,ITGB3BP
DPH6-DT,HUNK
DPH6-DT,INTS8
DPH6-DT,ITFG1
DPH6-DT,ICE1
DPH6-DT,ICA1L
DPH6-DT,IRAK1BP1
DPH6-DT,JAM2
DPH6-DT,IRF2BP2
DPH6-DT,KANTR
DPH6-DT,KAT2B
DPH6-DT,KANSL1L
DPH6-DT,JAK2
DPH6-DT,KHDRBS1
DPH6-DT,ITGB8
DPH6-DT,KCMF1
DPH6-DT,JMJD1C
DPH6-DT,KDM1A
DPH6-DT,KCNQ5
DPH6-DT,KLHDC1
DPH6-DT,KIFBP
DPH6-DT,KLHL2
DPH6-DT,KIF5B
DPH6-DT,KLHL23
DPH6-DT,KLHDC2
DPH6-DT,KLHDC10
DPH6-DT,KRAS
DPH6-DT,LHFPL3
DPH6-DT,LMBRD1
DPH6-DT,LGR4
DPH6-DT,LONRF1
DPH6-DT,LPAR1
DPH6-DT,LMO4
DPH6-DT,KPNA4
DPH6-DT,LRRC40
DPH6-DT,LYPLAL1
DPH6-DT,LMBR1
DPH6-DT,MAL2
DPH6-DT,MARCHF11
DPH6-DT,MAP4K3
DPH6-DT,MAGI3
DPH6-DT,MANBA
DPH6-DT,MCU
DPH6-DT,MBD2
DPH6-DT,MEST
DPH6-DT,MFF
DPH6-DT,MICU2
DPH6-DT,MEF2A
DPH6-DT,MDM2
DPH6-DT,MPC1
DPH6-DT,MFAP3L
DPH6-DT,MRPL41
DPH6-DT,MRPL33
DPH6-DT,MT-ND3
DPH6-DT,MPZL1
DPH6-DT,MICU3
DPH6-DT,MSH3
DPH6-DT,MLLT3
DPH6-DT,MTX2
DPH6-DT,MYL12B
DPH6-DT,MTMR1
DPH6-DT,MXI1
DPH6-DT,MTMR6
DPH6-DT,MRPS5
DPH6-DT,NAF1
DPH6-DT,MRPL19
DPH6-DT,NAA16
DPH6-DT,MTUS1
DPH6-DT,MTDH
DPH6-DT,NAA50
DPH6-DT,NDUFA2
DPH6-DT,NAPEPLD
DPH6-DT,NARS2
DPH6-DT,NDUFB2
DPH6-DT,NICOL1
DPH6-DT,NEK7
DPH6-DT,NDFIP2
DPH6-DT,NECAB1
DPH6-DT,NECTIN3
DPH6-DT,NBN
DPH6-DT,NMD3
DPH6-DT,NEK1
DPH6-DT,NIPAL2
DPH6-DT,NFATC3
DPH6-DT,NETO1
DPH6-DT,NEO1
DPH6-DT,NETO2
DPH6-DT,NR2C1
DPH6-DT,NRDC
DPH6-DT,NR1D2
DPH6-DT,NKTR
DPH6-DT,NR3C2
DPH6-DT,OST4
DPH6-DT,NUS1
DPH6-DT,NUCKS1
DPH6-DT,NRIP1
DPH6-DT,NUP153
DPH6-DT,ORC2
DPH6-DT,OXNAD1
DPH6-DT,PAIP1
DPH6-DT,OXSR1
DPH6-DT,OPA1
DPH6-DT,OSTM1
DPH6-DT,ODF2L
DPH6-DT,PBX3
DPH6-DT,OGFRL1
DPH6-DT,PAXBP1
DPH6-DT,OSBPL8
DPH6-DT,PACRGL
DPH6-DT,PDCD10
DPH6-DT,PCMTD1
DPH6-DT,PDHX
DPH6-DT,PALS2
DPH6-DT,PDP1
DPH6-DT,PDCD6IP
DPH6-DT,PCGF5
DPH6-DT,PARD3B
DPH6-DT,PDZRN4
DPH6-DT,PDE7A
DPH6-DT,PDS5A
DPH6-DT,PIGX
DPH6-DT,PICALM
DPH6-DT,PKIA
DPH6-DT,PKD2
DPH6-DT,PLA2G12A
DPH6-DT,PIK3R1
DPH6-DT,PKN2
DPH6-DT,PMS1
DPH6-DT,PLPPR5
DPH6-DT,PON2
DPH6-DT,PPA2
DPH6-DT,PLCL1
DPH6-DT,PPP1R14A
DPH6-DT,PPP2CB
DPH6-DT,PPM1B
DPH6-DT,PPP3CC
DPH6-DT,PPP1R2
DPH6-DT,PLD5
DPH6-DT,PPP2R5A
DPH6-DT,PPP4R4
DPH6-DT,PPP4R3A
DPH6-DT,PPP6C
DPH6-DT,PPP4R3B
DPH6-DT,PRKD1
DPH6-DT,PRKACB
DPH6-DT,PRKRA
DPH6-DT,PPP2R5E
DPH6-DT,PRKCI
DPH6-DT,PSIP1
DPH6-DT,PTGES3
DPH6-DT,PTPN12
DPH6-DT,PURG
DPH6-DT,PUS7
DPH6-DT,PWWP2A
DPH6-DT,RAB28
DPH6-DT,RAB1A
DPH6-DT,RAB10
DPH6-DT,PSME4
DPH6-DT,RAB5A
DPH6-DT,RAB2A
DPH6-DT,PTEN
DPH6-DT,PTPN13
DPH6-DT,RAB11FIP2
DPH6-DT,RANBP9
DPH6-DT,RAP1A
DPH6-DT,RAP2A
DPH6-DT,RB1
DPH6-DT,RASA2
DPH6-DT,RBMS1
DPH6-DT,RCAN2
DPH6-DT,RALGPS2
DPH6-DT,RAPGEF5
DPH6-DT,RASSF8
DPH6-DT,RBM26
DPH6-DT,RFK
DPH6-DT,RCOR3
DPH6-DT,RB1CC1
DPH6-DT,RALGAPB
DPH6-DT,RBL2
DPH6-DT,RHEB
DPH6-DT,RBBP6
DPH6-DT,RCN2
DPH6-DT,RHOT1
DPH6-DT,REPS1
DPH6-DT,RNF11
DPH6-DT,RNF149
DPH6-DT,RNF145
DPH6-DT,RHOBTB3
DPH6-DT,RNF170
DPH6-DT,RETREG1
DPH6-DT,REPS2
DPH6-DT,RMND5A
DPH6-DT,RNGTT
DPH6-DT,RNF38
DPH6-DT,RNASEH2B
DPH6-DT,ROR1
DPH6-DT,RRAS2
DPH6-DT,RNF169
DPH6-DT,RSPO2
DPH6-DT,RUNDC3B
DPH6-DT,RTN4
DPH6-DT,RUFY2
DPH6-DT,RTN3
DPH6-DT,ROCK2
DPH6-DT,SANBR
DPH6-DT,SCAF4
DPH6-DT,SCG3
DPH6-DT,SEC11C
DPH6-DT,SCAF8
DPH6-DT,RPS6KA3
DPH6-DT,SATB2
DPH6-DT,SCFD1
DPH6-DT,RPS6KA6
DPH6-DT,SCARB2
DPH6-DT,SELENOP
DPH6-DT,SCYL2
DPH6-DT,SEC63
DPH6-DT,SH3BGRL
DPH6-DT,SGPP1
DPH6-DT,SESN1
DPH6-DT,SENP6
DPH6-DT,SERBP1
DPH6-DT,SGTB
DPH6-DT,SLAIN1
DPH6-DT,SH3GLB1
DPH6-DT,SLC1A1
DPH6-DT,SLC25A27
DPH6-DT,SLAIN2
DPH6-DT,SHISA6
DPH6-DT,SLC12A2
DPH6-DT,SKIL
DPH6-DT,SLC25A36
DPH6-DT,SLC35F1
