lncRNA,target
MAD2L1-DT,RAB11A
MAD2L1-DT,PTBP3
MAD2L1-DT,RALA
MAD2L1-DT,RAVER2
MAD2L1-DT,RASA2
MAD2L1-DT,RASGEF1B
MAD2L1-DT,RASGRP1
MAD2L1-DT,RFK
MAD2L1-DT,RNASE1
MAD2L1-DT,RHOT1
MAD2L1-DT,RIOK3
MAD2L1-DT,RIC8B
MAD2L1-DT,SCAF11
MAD2L1-DT,SELENOP
MAD2L1-DT,SGTB
MAD2L1-DT,SLC36A4
MAD2L1-DT,SMC6
MAD2L1-DT,SMAD5
MAD2L1-DT,ST3GAL6
MAD2L1-DT,SSX2IP
MAD2L1-DT,STX12
MAD2L1-DT,SRSF10
MAD2L1-DT,SUMO1
MAD2L1-DT,STRN3
MAD2L1-DT,SUPT20H
MAD2L1-DT,STRBP
MAD2L1-DT,TANK
MAD2L1-DT,TBC1D19
MAD2L1-DT,SYTL2
MAD2L1-DT,TMEFF2
MAD2L1-DT,TMEM50A
MAD2L1-DT,TMEM59
MAD2L1-DT,TRAPPC11
MAD2L1-DT,TRMT13
MAD2L1-DT,TRMT11
MAD2L1-DT,TRPC1
MAD2L1-DT,UBE2B
MAD2L1-DT,UBE2D2
MAD2L1-DT,TTLL7
MAD2L1-DT,UTP23
MAD2L1-DT,VMA21
MAD2L1-DT,XRN2
MAD2L1-DT,ZC2HC1A
MAD2L1-DT,ZMYM5
MAD2L1-DT,ZFYVE9
MAGI2-AS3,ADK
MAGI2-AS3,ADAM17
MAGI2-AS3,ADD1
MAGI2-AS3,ACSL3
MAGI2-AS3,AKAP7
MAGI2-AS3,ANAPC10
MAGI2-AS3,AGFG1
MAGI2-AS3,ANKRD36
MAGI2-AS3,ARL13B
MAGI2-AS3,ATP5ME
MAGI2-AS3,AUH
MAGI2-AS3,ATP9B
MAGI2-AS3,BEND6
MAGI2-AS3,BLTP3B
MAGI2-AS3,CAB39
MAGI2-AS3,CAMKK1
MAGI2-AS3,CASD1
MAGI2-AS3,CARNMT1
MAGI2-AS3,CBFB
MAGI2-AS3,CCT4
MAGI2-AS3,CCDC30
MAGI2-AS3,CD2AP
MAGI2-AS3,CD200
MAGI2-AS3,CISD1
MAGI2-AS3,CNN3
MAGI2-AS3,CMPK1
MAGI2-AS3,COX5B
MAGI2-AS3,COX5A
MAGI2-AS3,CRPPA
MAGI2-AS3,CSNK1A1
MAGI2-AS3,CYP46A1
MAGI2-AS3,DHRS7B
MAGI2-AS3,CYP7B1
MAGI2-AS3,DPH6
MAGI2-AS3,DUT
MAGI2-AS3,EIF1B
MAGI2-AS3,EFCAB6
MAGI2-AS3,EPDR1
MAGI2-AS3,EPB41
MAGI2-AS3,ERLEC1
MAGI2-AS3,ERO1A
MAGI2-AS3,ERGIC1
MAGI2-AS3,ETNK1
MAGI2-AS3,FDPS
MAGI2-AS3,FIP1L1
MAGI2-AS3,GGNBP2
MAGI2-AS3,GCFC2
MAGI2-AS3,GHR
MAGI2-AS3,GLS
MAGI2-AS3,HNRNPA3
MAGI2-AS3,IFT81
MAGI2-AS3,INSIG1
MAGI2-AS3,KANSL1L
MAGI2-AS3,KAT2B
MAGI2-AS3,JAK2
MAGI2-AS3,KIAA1328
MAGI2-AS3,LDHB
MAGI2-AS3,MAL2
MAGI2-AS3,MAP9
MAGI2-AS3,MBD2
MAGI2-AS3,MICOS13
MAGI2-AS3,MFF
MAGI2-AS3,MICU2
MAGI2-AS3,MGST3
MAGI2-AS3,MKNK1
MAGI2-AS3,MRPL41
MAGI2-AS3,MOSMO
MAGI2-AS3,MICU3
MAGI2-AS3,MSH3
MAGI2-AS3,MYL12B
MAGI2-AS3,NAP1L5
MAGI2-AS3,MTDH
MAGI2-AS3,NBDY
MAGI2-AS3,NDUFA12
MAGI2-AS3,NAMPT
MAGI2-AS3,NICOL1
MAGI2-AS3,NECTIN3
MAGI2-AS3,NETO1
MAGI2-AS3,NRGN
MAGI2-AS3,NUDC
MAGI2-AS3,PAIP1
MAGI2-AS3,PAXBP1
MAGI2-AS3,PDHX
MAGI2-AS3,PGK1
MAGI2-AS3,POLR2L
MAGI2-AS3,PMS1
MAGI2-AS3,PON2
MAGI2-AS3,PMP22
MAGI2-AS3,PPA1
MAGI2-AS3,PPM1B
MAGI2-AS3,PPP1R2
MAGI2-AS3,PPP2R1A
MAGI2-AS3,PPP2R5E
MAGI2-AS3,PRKN
MAGI2-AS3,PSIP1
MAGI2-AS3,PSMD1
MAGI2-AS3,RAB12
MAGI2-AS3,RAB18
MAGI2-AS3,RB1
MAGI2-AS3,RFK
MAGI2-AS3,RNF11
MAGI2-AS3,RETREG1
MAGI2-AS3,SELENOF
MAGI2-AS3,SEC24B
MAGI2-AS3,SLC35G2
MAGI2-AS3,SLC30A3
MAGI2-AS3,SLC37A3
MAGI2-AS3,SLC25A36
MAGI2-AS3,SLC36A4
MAGI2-AS3,SLC2A13
MAGI2-AS3,SNAPC3
MAGI2-AS3,SMIM13
MAGI2-AS3,SLMAP
MAGI2-AS3,SLCO1A2
MAGI2-AS3,SMC3
MAGI2-AS3,SLK
MAGI2-AS3,SPATS2
MAGI2-AS3,SOS2
MAGI2-AS3,SPCS3
MAGI2-AS3,SPAST
MAGI2-AS3,SPPL3
MAGI2-AS3,SST
MAGI2-AS3,SOS1
MAGI2-AS3,SSX2IP
MAGI2-AS3,STK3
MAGI2-AS3,SUMF1
MAGI2-AS3,STEAP2
MAGI2-AS3,SUZ12
MAGI2-AS3,TAF3
MAGI2-AS3,THADA
MAGI2-AS3,TMEM258
MAGI2-AS3,TMEM170B
MAGI2-AS3,TSG101
MAGI2-AS3,UBE2D2
MAGI2-AS3,UCHL1
MAGI2-AS3,UBE3D
MAGI2-AS3,UQCRH
MAGI2-AS3,UPF3A
MAGI2-AS3,UCHL5
MAGI2-AS3,URI1
MAGI2-AS3,WDSUB1
MAGI2-AS3,WDR82
MAGI2-AS3,YWHAQ
MAGI2-AS3,ZBTB1
MAGI2-AS3,ZNF706
MAILR,ABHD17B
MAGI2-AS3,ZNF518A
MAILR,AEBP2
MAILR,AGTPBP1
MAILR,AKAP7
MAILR,ANAPC10
MAILR,AMMECR1
MAILR,AGFG1
MAILR,ANKRD46
MAILR,ARL8B
MAILR,ARL5A
MAILR,ATF4
MAILR,ATP1B3
MAILR,BAALC
MAILR,BASP1
MAILR,BCAP29
MAILR,C1orf52
MAILR,CAB39
MAILR,CACYBP
MAILR,C1GALT1
MAILR,CBX3
MAILR,CARNMT1
MAILR,CBFB
MAILR,CAPS2
MAILR,CASD1
MAILR,CCSAP
MAILR,CD2AP
MAILR,CDK17
MAILR,CHCHD2
MAILR,CFL1
MAILR,CEP83
MAILR,CEP85L
MAILR,CMAS
MAILR,CMPK1
MAILR,CNRIP1
MAILR,COP1
MAILR,CRPPA
MAILR,CSNK1G3
MAILR,CUL3
MAILR,CYP7B1
MAILR,DGKE
MAILR,DUT
MAILR,EGFL7
MAILR,EDIL3
MAILR,EIF3J
MAILR,EIF1AX
MAILR,EFR3A
MAILR,ELOVL4
MAILR,EPC2
MAILR,ERLEC1
MAILR,FAM174A
MAILR,FAM185A
MAILR,FAM177A1
MAILR,FAM3C
MAILR,FBXL3
MAILR,FBXO33
MAILR,FAM199X
MAILR,FEM1B
MAILR,GALNT13
MAILR,GCFC2
MAILR,GIPC2
MAILR,GHR
MAILR,GLCCI1
MAILR,GMCL1
MAILR,GOLPH3
MAILR,GPC5
MAILR,GNAQ
MAILR,GRAMD2B
MAILR,H2AZ1
MAILR,HACD3
MAILR,GSPT1
MAILR,HMGN1
MAILR,HS3ST5
MAILR,IFT25
MAILR,HOMER1
MAILR,IDI1
MAILR,IFT57
MAILR,IMMP2L
MAILR,IFT81
MAILR,HS2ST1
MAILR,ITGB3BP
MAILR,ITFG1
MAILR,JUND
MAILR,KAT2B
MAILR,KANSL1L
MAILR,KCMF1
MAILR,LAGE3
MAILR,KLHL23
MAILR,KLHDC2
MAILR,LGALS1
MAILR,LHFPL3
MAILR,LGR4
MAILR,LPAR1
MAILR,LRRC40
MAILR,MAL2
MAILR,MARCHF11
MAILR,MAP4K3
MAILR,MDH1
MAILR,MED4
MAILR,MBD2
MAILR,MEST
MAILR,MICU2
MAILR,MFN1
MAILR,MRPL41
MAILR,MRPL3
MAILR,MOSMO
MAILR,MICU3
MAILR,MYL12B
MAILR,NAA38
MAILR,N4BP2L1
MAILR,NAF1
MAILR,MTDH
MAILR,NBDY
MAILR,NDUFA2
MAILR,NDUFA3
MAILR,NDUFB7
MAILR,NDUFB6
MAILR,NICOL1
MAILR,NEK7
MAILR,NECTIN3
MAILR,NMD3
MAILR,NETO1
MAILR,NT5C3A
MAILR,OLIG1
MAILR,NUS1
MAILR,OST4
MAILR,PAIP1
MAILR,OSTM1
MAILR,PCSK1N
MAILR,PAXBP1
MAILR,PDHX
MAILR,PFDN2
MAILR,PCGF5
MAILR,PGRMC1
MAILR,PIGX
MAILR,PICALM
MAILR,PLPP1
MAILR,PLPPR1
MAILR,PLPP3
MAILR,PMS1
MAILR,PLPPR5
MAILR,PON2
MAILR,PPP1R14A
MAILR,PPP1R14C
MAILR,PPP2R5A
MAILR,PPP6C
MAILR,PPP4R2
MAILR,PPP2R5E
MAILR,PRKCI
MAILR,PSIP1
MAILR,PTPN12
MAILR,PURG
MAILR,PRPF40A
MAILR,RAB12
MAILR,RAB1A
MAILR,RAB10
MAILR,RAB5A
MAILR,RAB2A
MAILR,RAB27B
MAILR,RAP2A
MAILR,RB1
MAILR,RASSF8
MAILR,RFK
MAILR,RBM39
MAILR,RGS20
MAILR,REPS1
MAILR,RGS7BP
MAILR,RNF11
MAILR,RNF149
MAILR,RETREG1
MAILR,RNF170
MAILR,RPL35
MAILR,RPL36AL
MAILR,RPL36
MAILR,RGS17
MAILR,RPS13
MAILR,RPS28
MAILR,RRAS2
MAILR,RSPO2
MAILR,RUNDC3B
MAILR,RSBN1L
MAILR,RPS6KA6
MAILR,SCYL2
MAILR,SGPP1
MAILR,SENP6
MAILR,SLAIN2
MAILR,SLC36A4
MAILR,SLC2A13
MAILR,SMIM13
MAILR,SNX3
MAILR,SOD1
MAILR,SLK
MAILR,SPATA7
MAILR,SOS2
MAILR,SST
MAILR,SOS1
MAILR,STK39
MAILR,SUMO3
MAILR,SUZ12
MAILR,TAF7
MAILR,TERF2IP
MAILR,THOC7
MAILR,TMA7
MAILR,TMEM160
MAILR,TBL1XR1
MAILR,TMEFF2
MAILR,TMEM178A
MAILR,TMEM165
MAILR,TMCO1
MAILR,TENT4B
MAILR,TMSB4X
MAILR,TM9SF3
MAILR,TMEM170B
MAILR,TSPAN13
MAILR,TRPC1
MAILR,UBE2E3
MAILR,UBE2D2
MAILR,UBE2G1
MAILR,UBL3
MAILR,UGCG
MAILR,UCHL5
MAILR,URI1
MAILR,USP12
MAILR,UHMK1
MAILR,WASF1
MAILR,VPS54
MAILR,WDSUB1
MAILR,ZBTB1
MAILR,ZNF280D
MAILR,ZNF804A
MAILR,ZNF84
MALAT1,ACTR10
MALAT1,APPL1
MALAT1,ARL5A
MALAT1,ATF7IP2
MALAT1,ATL2
MALAT1,ATP1B2
MALAT1,BCLAF3
MALAT1,CAMKK1
MALAT1,CARNMT1
MALAT1,CCDC85B
MALAT1,CASD1
MALAT1,CCDC30
MALAT1,CDKAL1
MALAT1,CHP1
MALAT1,CHSY3
MALAT1,CLNS1A
MALAT1,CEP97
MALAT1,COA1
MALAT1,COX5B
MALAT1,CPT1C
MALAT1,CRLF3
MALAT1,DHRS7B
MALAT1,DENND6A
MALAT1,EIF1
MALAT1,ELP3
MALAT1,EMC2
MALAT1,FAM174A
MALAT1,FAM177A1
MALAT1,EYA3
MALAT1,FAF1
MALAT1,FAM162A
MALAT1,FBXO33
MALAT1,GABRA2
MALAT1,GNPTAB
MALAT1,GFPT1
MALAT1,GNAQ
MALAT1,H2AZ1
MALAT1,GRSF1
MALAT1,IFT25
MALAT1,IMMP1L
MALAT1,INPP5B
MALAT1,KIAA0825
MALAT1,LAMTOR5
MALAT1,KIAA0586
MALAT1,LONRF1
MALAT1,MAN1A1
MALAT1,MICOS13
MALAT1,MDM2
MALAT1,MFN1
MALAT1,MPC1
MALAT1,MLLT11
MALAT1,MOAP1
MALAT1,MRPL20
MALAT1,MPHOSPH8
MALAT1,MSMO1
MALAT1,NAF1
MALAT1,NDUFA3
MALAT1,NDUFB7
MALAT1,NDUFB1
MALAT1,NDRG3
MALAT1,NDUFA12
MALAT1,NICOL1
MALAT1,NDUFB9
MALAT1,NUDC
MALAT1,NUCB1
MALAT1,NXN
MALAT1,POLR2L
MALAT1,PRDX1
MALAT1,PRIM2
MALAT1,PRPF38B
MALAT1,PTDSS1
MALAT1,PURG
MALAT1,RAC1
MALAT1,RARB
MALAT1,RARS2
MALAT1,RPS15
MALAT1,RPSA
MALAT1,RSRC2
MALAT1,SECISBP2
MALAT1,SEC63
MALAT1,SEC62
MALAT1,SENP2
MALAT1,SLC22A10
MALAT1,SLC30A9
MALAT1,SLMAP
MALAT1,SMC5
MALAT1,SPCS3
MALAT1,SS18
MALAT1,STMN1
MALAT1,STXBP3
MALAT1,SUMF2
MALAT1,SYP
MALAT1,TARBP1
MALAT1,TECR
MALAT1,TM2D1
MALAT1,TMEM160
MALAT1,TMED10
MALAT1,TMSB10
MALAT1,TRIM13
MALAT1,UBL5
MALAT1,UBE3D
MALAT1,TXNDC16
MALAT1,UBE2N
MALAT1,UQCRQ
MALAT1,USP33
MALAT1,WAC
MALAT1,XIAP
MALAT1,ZNF586
MAMDC2-AS1,GIPC2
MAMDC2-AS1,NRGN
MAMDC2-AS1,RPL35
MAP4K3-DT,CCDC85B
MAP4K3-DT,COX5B
MAP4K3-DT,FKBP2
MAP4K3-DT,LARP7
MAP4K3-DT,LGALS1
MAP4K3-DT,MICOS13
MAP4K3-DT,MRPL41
MAP4K3-DT,MT-ND4L
MAP4K3-DT,NDUFB7
MAP4K3-DT,NICOL1
MAP4K3-DT,OST4
MAP4K3-DT,PCSK1N
MAP4K3-DT,PFDN2
MAP4K3-DT,RAMP1
MAP4K3-DT,SNCG
MAP4K3-DT,SSB
MAP4K3-DT,TMEM160
MAP4K3-DT,TMSB10
MAP4K3-DT,UQCRH
MAP9-AS1,MAP9
MAPK10-AS1,ATPAF1
MAPK10-AS1,CDK19
MAPK10-AS1,CMC1
MAPK10-AS1,NRIP1
MAPK10-AS1,PAXBP1
MAPK10-AS1,TAF3
MAPKAPK5-AS1,ABHD17B
MAPKAPK5-AS1,ACYP2
MAPKAPK5-AS1,ADAMTS19
MAPKAPK5-AS1,ADAM23
MAPKAPK5-AS1,AGGF1
MAPKAPK5-AS1,ADCY5
MAPKAPK5-AS1,AK5
MAPKAPK5-AS1,ADARB2
MAPKAPK5-AS1,AMFR
MAPKAPK5-AS1,ANKRD30BL
MAPKAPK5-AS1,APOE
MAPKAPK5-AS1,AHCTF1
MAPKAPK5-AS1,ANKIB1
MAPKAPK5-AS1,ARHGDIG
MAPKAPK5-AS1,ANKRD36
MAPKAPK5-AS1,ARFGEF1
MAPKAPK5-AS1,ARHGAP21
MAPKAPK5-AS1,ARHGAP42
MAPKAPK5-AS1,ATP5ME
MAPKAPK5-AS1,ATP5IF1
MAPKAPK5-AS1,ATP6V0E1
MAPKAPK5-AS1,ARID1A
MAPKAPK5-AS1,ATOSA
MAPKAPK5-AS1,ASPH
MAPKAPK5-AS1,AURKAIP1
MAPKAPK5-AS1,AUH
MAPKAPK5-AS1,B3GAT3
MAPKAPK5-AS1,BANF1
MAPKAPK5-AS1,BAALC
MAPKAPK5-AS1,BASP1
MAPKAPK5-AS1,BEX3
MAPKAPK5-AS1,C1QTNF4
MAPKAPK5-AS1,BCLAF3
MAPKAPK5-AS1,BCOR
MAPKAPK5-AS1,C2orf72
MAPKAPK5-AS1,CAB39
MAPKAPK5-AS1,C11orf87
MAPKAPK5-AS1,BMP2K
MAPKAPK5-AS1,BRD10
MAPKAPK5-AS1,CADPS
MAPKAPK5-AS1,BTBD7
MAPKAPK5-AS1,CADPS2
MAPKAPK5-AS1,CASD1
MAPKAPK5-AS1,CBFB
MAPKAPK5-AS1,CCDC85B
MAPKAPK5-AS1,CCNYL1
MAPKAPK5-AS1,CACNG8
MAPKAPK5-AS1,CCDC6
MAPKAPK5-AS1,CCSAP
MAPKAPK5-AS1,CDC14B
MAPKAPK5-AS1,CHCHD10
MAPKAPK5-AS1,CIAO2B
MAPKAPK5-AS1,CHKA
MAPKAPK5-AS1,CKB
MAPKAPK5-AS1,CERCAM
MAPKAPK5-AS1,CEP126
MAPKAPK5-AS1,CLDN11
MAPKAPK5-AS1,CNRIP1
MAPKAPK5-AS1,COPRS
MAPKAPK5-AS1,CHD1
MAPKAPK5-AS1,COPS9
MAPKAPK5-AS1,CNNM1
MAPKAPK5-AS1,CPE
MAPKAPK5-AS1,CRLF1
MAPKAPK5-AS1,CTXN1
MAPKAPK5-AS1,CUTA
MAPKAPK5-AS1,CRPPA
MAPKAPK5-AS1,CSNK1A1
MAPKAPK5-AS1,CXXC5
MAPKAPK5-AS1,CPEB3
MAPKAPK5-AS1,CREBZF
MAPKAPK5-AS1,DDRGK1
MAPKAPK5-AS1,CUL5
MAPKAPK5-AS1,DACH1
MAPKAPK5-AS1,DCBLD2
MAPKAPK5-AS1,CYP7B1
MAPKAPK5-AS1,DIPK2A
MAPKAPK5-AS1,DENND11
MAPKAPK5-AS1,DRAP1
MAPKAPK5-AS1,EDF1
MAPKAPK5-AS1,EGR1
MAPKAPK5-AS1,E2F3
MAPKAPK5-AS1,EHBP1
MAPKAPK5-AS1,EDEM3
MAPKAPK5-AS1,DZIP1
MAPKAPK5-AS1,EPDR1
MAPKAPK5-AS1,ELL2
MAPKAPK5-AS1,ERLEC1
MAPKAPK5-AS1,FAM174A
MAPKAPK5-AS1,FAM120A
MAPKAPK5-AS1,FAM168B
MAPKAPK5-AS1,FKBP2
MAPKAPK5-AS1,FAM199X
MAPKAPK5-AS1,FBXW7
MAPKAPK5-AS1,FMNL2
MAPKAPK5-AS1,FOXO1
MAPKAPK5-AS1,FTCDNL1
MAPKAPK5-AS1,FGD4
MAPKAPK5-AS1,GGNBP2
MAPKAPK5-AS1,GMCL1
MAPKAPK5-AS1,GPX4
MAPKAPK5-AS1,GNAQ
MAPKAPK5-AS1,GRAMD1C
MAPKAPK5-AS1,GRK4
MAPKAPK5-AS1,H2AZ1
MAPKAPK5-AS1,HLF
MAPKAPK5-AS1,HNRNPDL
MAPKAPK5-AS1,HS3ST4
MAPKAPK5-AS1,ID2
MAPKAPK5-AS1,IMMP2L
MAPKAPK5-AS1,INTS10
MAPKAPK5-AS1,HUNK
MAPKAPK5-AS1,ISCU
MAPKAPK5-AS1,IRAK1BP1
MAPKAPK5-AS1,KAT2B
MAPKAPK5-AS1,KANSL1L
MAPKAPK5-AS1,JAK2
MAPKAPK5-AS1,KCNMB4
MAPKAPK5-AS1,KDM1A
MAPKAPK5-AS1,KCNC1
MAPKAPK5-AS1,LAGE3
MAPKAPK5-AS1,LAMTOR4
MAPKAPK5-AS1,KIF21A
MAPKAPK5-AS1,LGALS1
MAPKAPK5-AS1,KRAS
MAPKAPK5-AS1,KLHL42
MAPKAPK5-AS1,LHFPL3
MAPKAPK5-AS1,LONRF1
MAPKAPK5-AS1,LMO4
MAPKAPK5-AS1,LY6E
MAPKAPK5-AS1,LYPLAL1
MAPKAPK5-AS1,MAGEH1
MAPKAPK5-AS1,MAP1LC3A
MAPKAPK5-AS1,MAL2
MAPKAPK5-AS1,MARCKSL1
MAPKAPK5-AS1,MAGI3
MAPKAPK5-AS1,MBD2
MAPKAPK5-AS1,MICOS13
MAPKAPK5-AS1,MDGA2
MAPKAPK5-AS1,MEGF9
MAPKAPK5-AS1,MRPL41
MAPKAPK5-AS1,MT-ND4L
MAPKAPK5-AS1,MPZL1
MAPKAPK5-AS1,MYL12B
MAPKAPK5-AS1,MSL1
MAPKAPK5-AS1,MSL2
MAPKAPK5-AS1,MZT2B
MAPKAPK5-AS1,NAA38
MAPKAPK5-AS1,MXI1
MAPKAPK5-AS1,MZT2A
MAPKAPK5-AS1,MRPS5
MAPKAPK5-AS1,MXD1
MAPKAPK5-AS1,MTDH
MAPKAPK5-AS1,NDUFA2
MAPKAPK5-AS1,NDUFB7
MAPKAPK5-AS1,NDUFS5
MAPKAPK5-AS1,NDUFS6
MAPKAPK5-AS1,NDUFAF6
MAPKAPK5-AS1,NICOL1
MAPKAPK5-AS1,NEK7
MAPKAPK5-AS1,NME3
MAPKAPK5-AS1,NFATC3
MAPKAPK5-AS1,NPTN
MAPKAPK5-AS1,NEO1
MAPKAPK5-AS1,NRGN
MAPKAPK5-AS1,NPTXR
MAPKAPK5-AS1,OST4
MAPKAPK5-AS1,NUS1
MAPKAPK5-AS1,P3H2
MAPKAPK5-AS1,OSBP
MAPKAPK5-AS1,PAIP1
MAPKAPK5-AS1,OSTM1
MAPKAPK5-AS1,PCMT1
MAPKAPK5-AS1,PCSK1N
MAPKAPK5-AS1,OGFRL1
MAPKAPK5-AS1,PAN3
MAPKAPK5-AS1,OTUD4
MAPKAPK5-AS1,PFDN2
MAPKAPK5-AS1,PDE7A
MAPKAPK5-AS1,PLCL2
MAPKAPK5-AS1,PITPNC1
MAPKAPK5-AS1,PPP1R14A
MAPKAPK5-AS1,PLCB1
MAPKAPK5-AS1,PPA1
MAPKAPK5-AS1,PPP1R14C
MAPKAPK5-AS1,PPP1R7
MAPKAPK5-AS1,PPP2CB
MAPKAPK5-AS1,PPP1R2
MAPKAPK5-AS1,PPIA
MAPKAPK5-AS1,PRDX5
MAPKAPK5-AS1,PPP2R5A
MAPKAPK5-AS1,PPP6C
MAPKAPK5-AS1,PPP4R3B
MAPKAPK5-AS1,PSMA7
MAPKAPK5-AS1,PRKRA
MAPKAPK5-AS1,PSIP1
MAPKAPK5-AS1,PRRX1
MAPKAPK5-AS1,PRKCE
MAPKAPK5-AS1,PTPN12
MAPKAPK5-AS1,RAB12
MAPKAPK5-AS1,PWWP2A
MAPKAPK5-AS1,PRPF40A
MAPKAPK5-AS1,RAB10
MAPKAPK5-AS1,RABAC1
MAPKAPK5-AS1,RAB5A
MAPKAPK5-AS1,RAMP1
MAPKAPK5-AS1,RALA
MAPKAPK5-AS1,PTEN
MAPKAPK5-AS1,RASA1
MAPKAPK5-AS1,RAP2A
MAPKAPK5-AS1,RB1
MAPKAPK5-AS1,RCAN2
MAPKAPK5-AS1,RASSF8
MAPKAPK5-AS1,RBBP6
MAPKAPK5-AS1,RGS7BP
MAPKAPK5-AS1,RHOBTB3
MAPKAPK5-AS1,RPL10A
MAPKAPK5-AS1,RPL35
MAPKAPK5-AS1,RPL29
MAPKAPK5-AS1,RPL36
MAPKAPK5-AS1,RPL22
MAPKAPK5-AS1,RPS12
MAPKAPK5-AS1,RNF144A
MAPKAPK5-AS1,RPL8
MAPKAPK5-AS1,RNF38
MAPKAPK5-AS1,RPS8
MAPKAPK5-AS1,RTL8C
MAPKAPK5-AS1,ROR1
MAPKAPK5-AS1,S100A6
MAPKAPK5-AS1,RUFY2
MAPKAPK5-AS1,SANBR
MAPKAPK5-AS1,RSBN1L
MAPKAPK5-AS1,RSBN1
MAPKAPK5-AS1,RPS6KA6
MAPKAPK5-AS1,SH3BGRL3
MAPKAPK5-AS1,SESN1
MAPKAPK5-AS1,SENP6
MAPKAPK5-AS1,SH3GLB1
MAPKAPK5-AS1,SLC12A2
MAPKAPK5-AS1,SLC35F1
MAPKAPK5-AS1,SMIM13
MAPKAPK5-AS1,SOD1
MAPKAPK5-AS1,SNX25
MAPKAPK5-AS1,SPAST
MAPKAPK5-AS1,SMCHD1
MAPKAPK5-AS1,SNX30
MAPKAPK5-AS1,SST
MAPKAPK5-AS1,SSBP3
MAPKAPK5-AS1,SRPK1
MAPKAPK5-AS1,STARD7
MAPKAPK5-AS1,SSX2IP
MAPKAPK5-AS1,STAM2
MAPKAPK5-AS1,SUZ12
MAPKAPK5-AS1,SYT9
MAPKAPK5-AS1,TBC1D12
MAPKAPK5-AS1,TFCP2
MAPKAPK5-AS1,TMA7
MAPKAPK5-AS1,TBC1D4
MAPKAPK5-AS1,TASOR
MAPKAPK5-AS1,TM7SF2
MAPKAPK5-AS1,TMEM160
MAPKAPK5-AS1,TMEM178A
MAPKAPK5-AS1,TMEM165
MAPKAPK5-AS1,TMSB10
MAPKAPK5-AS1,TENT4B
MAPKAPK5-AS1,TOMM70
MAPKAPK5-AS1,TPST1
MAPKAPK5-AS1,TOX3
MAPKAPK5-AS1,TRIR
MAPKAPK5-AS1,TNKS2
MAPKAPK5-AS1,TMEM170B
MAPKAPK5-AS1,TRPC1
MAPKAPK5-AS1,TRIM13
MAPKAPK5-AS1,TRIM33
MAPKAPK5-AS1,TRIM24
MAPKAPK5-AS1,UCHL1
MAPKAPK5-AS1,UQCRH
MAPKAPK5-AS1,UBE2K
MAPKAPK5-AS1,UHRF2
MAPKAPK5-AS1,TUG1
MAPKAPK5-AS1,USP48
MAPKAPK5-AS1,UBR3
MAPKAPK5-AS1,UST
MAPKAPK5-AS1,VPS51
MAPKAPK5-AS1,VAV3
MAPKAPK5-AS1,VPS54
MAPKAPK5-AS1,VKORC1L1
MAPKAPK5-AS1,YWHAH
MAPKAPK5-AS1,WWP1
MAPKAPK5-AS1,YAF2
MAPKAPK5-AS1,ZBTB1
MAPKAPK5-AS1,YTHDF3
MAPKAPK5-AS1,YY1
MAPKAPK5-AS1,ZFAND5
MAPKAPK5-AS1,ZFC3H1
MAPKAPK5-AS1,ZNF804A
MAPKAPK5-AS1,ZNF84
MAPT-AS1,ATP5ME
MAPT-AS1,ATP5F1D
MAPT-AS1,COX5B
MAPT-AS1,CYSTM1
MAPT-AS1,DOC2A
MAPT-AS1,FDPS
MAPT-AS1,LGALS1
MAPT-AS1,MICOS13
MAPT-AS1,MRPL41
MAPT-AS1,NICOL1
MAPT-AS1,OST4
MAPT-AS1,POLR2L
MAPT-AS1,PRKACA
MAPT-AS1,TMEM160
MAPT-AS1,TRNAU1AP
MAPT-AS1,UQCRH
MAPT-AS1,ZNF428
MAST3-AS1,ABHD12
MAPT-AS1,ZNF83
MAST3-AS1,ABHD17B
MAST3-AS1,ABHD8
MAST3-AS1,AARS1
MAST3-AS1,AACS
MAST3-AS1,ACADVL
MAST3-AS1,ABLIM2
MAST3-AS1,ACOT7
MAST3-AS1,ABCA8
MAST3-AS1,ABCB9
MAST3-AS1,ACTB
MAST3-AS1,ACBD3
MAST3-AS1,ABCA3
MAST3-AS1,ABLIM3
MAST3-AS1,ABR
MAST3-AS1,ACYP2
MAST3-AS1,ABCC8
MAST3-AS1,ACO2
MAST3-AS1,ACTR1A
MAST3-AS1,ACAP3
MAST3-AS1,ABTB3
MAST3-AS1,ACBD6
MAST3-AS1,ABCA2
MAST3-AS1,ACSS1
MAST3-AS1,ABL1
MAST3-AS1,ACVR1B
MAST3-AS1,ACTN4
MAST3-AS1,ADAM11
MAST3-AS1,ADCY8
MAST3-AS1,ACTN1
MAST3-AS1,ACOT11
MAST3-AS1,ACTR3B
MAST3-AS1,ADAMTS19
MAST3-AS1,ADORA1
MAST3-AS1,ACSL3
MAST3-AS1,ADGRA1
MAST3-AS1,ADCY3
MAST3-AS1,ADGRG1
MAST3-AS1,ADD3
MAST3-AS1,ADARB1
MAST3-AS1,ABHD2
MAST3-AS1,ADAM9
MAST3-AS1,ADRA1A
MAST3-AS1,ADIPOR2
MAST3-AS1,ADD1
MAST3-AS1,ADAR
MAST3-AS1,ADAM23
MAST3-AS1,ADAMTS17
MAST3-AS1,AGAP3
MAST3-AS1,ADGRB2
MAST3-AS1,ADCY9
MAST3-AS1,ADCY5
