lncRNA,target
ATP1A1-AS1,CREM
ATP1A1-AS1,CSNK2A1
ATP1A1-AS1,CTCF
ATP1A1-AS1,CTNNB1
ATP1A1-AS1,CUX1
ATP1A1-AS1,DDX5
ATP1A1-AS1,EGR1
ATP1A1-AS1,ELF1
ATP1A1-AS1,ELF2
ATP1A1-AS1,EP300
ATP1A1-AS1,ETS2
ATP1A1-AS1,ETV1
ATP1A1-AS1,EZH1
ATP1A1-AS1,FOS
ATP1A1-AS1,FOXP1
ATP1A1-AS1,FOXP2
ATP1A1-AS1,HDAC2
ATP1A1-AS1,HDAC8
ATP1A1-AS1,HIVEP1
ATP1A1-AS1,HMGN3
ATP1A1-AS1,JUN
ATP1A1-AS1,JUND
ATP1A1-AS1,KAT2B
ATP1A1-AS1,KDM1A
ATP1A1-AS1,KDM5A
ATP1A1-AS1,KDM5B
ATP1A1-AS1,MAX
ATP1A1-AS1,MEF2A
ATP1A1-AS1,MITF
ATP1A1-AS1,MTA3
ATP1A1-AS1,MXD1
ATP1A1-AS1,MXI1
ATP1A1-AS1,NCOA3
ATP1A1-AS1,NCOR1
ATP1A1-AS1,NELFA
ATP1A1-AS1,NFAT5
ATP1A1-AS1,NFE2L1
ATP1A1-AS1,NFE2L2
ATP1A1-AS1,NFIC
ATP1A1-AS1,NIPBL
ATP1A1-AS1,NR3C1
ATP1A1-AS1,NR4A1
ATP1A1-AS1,NRIP1
ATP1A1-AS1,NSD2
ATP1A1-AS1,PIAS1
ATP1A1-AS1,POLR2A
ATP1A1-AS1,RAD21
ATP1A1-AS1,RB1
ATP1A1-AS1,RCOR1
ATP1A1-AS1,RUNX1
ATP1A1-AS1,SMAD1
ATP1A1-AS1,SMAD2
ATP1A1-AS1,SMAD3
ATP1A1-AS1,SMC3
ATP1A1-AS1,STAG1
ATP1A1-AS1,STAT3
ATP1A1-AS1,SUPT20H
ATP1A1-AS1,SUZ12
ATP1A1-AS1,TAF1
ATP1A1-AS1,TAF3
ATP1A1-AS1,TAF7
ATP1A1-AS1,TBL1X
ATP1A1-AS1,TBL1XR1
ATP1A1-AS1,TCF12
ATP1A1-AS1,TCF4
ATP1A1-AS1,TCF7L2
ATP1A1-AS1,TDRD3
ATP1A1-AS1,TERF1
ATP1A1-AS1,YY1
ATP1A1-AS1,ZBTB7A
ATP1A1-AS1,ZC3H11A
ATP1A1-AS1,ZEB1
ATP1A1-AS1,ZKSCAN1
ATP1A1-AS1,ZMIZ1
ATP1A1-AS1,ZNF407
ATP1A1-AS1,ZNF644
ATP1A1-AS1,ZNF706
ATP1A1-AS1,ZNF83
ATP2B1-AS1,ADNP
ATP2B1-AS1,AFF4
ATP2B1-AS1,ARNT
ATP2B1-AS1,ATF2
ATP2B1-AS1,BACH1
ATP2B1-AS1,BCL11A
ATP2B1-AS1,BCLAF1
ATP2B1-AS1,BCOR
ATP2B1-AS1,BRD4
ATP2B1-AS1,CASP8AP2
ATP2B1-AS1,CBX3
ATP2B1-AS1,CCNT2
ATP2B1-AS1,CDK6
ATP2B1-AS1,CDK8
ATP2B1-AS1,CHD1
ATP2B1-AS1,CHD2
ATP2B1-AS1,CHD4
ATP2B1-AS1,CHD7
ATP2B1-AS1,CHD8
ATP2B1-AS1,CLOCK
ATP2B1-AS1,CREB1
ATP2B1-AS1,CREBBP
ATP2B1-AS1,CSNK2A1
ATP2B1-AS1,CTBP2
ATP2B1-AS1,CTCF
ATP2B1-AS1,CUX1
ATP2B1-AS1,DDX5
ATP2B1-AS1,DRAP1
ATP2B1-AS1,EGR1
ATP2B1-AS1,ELF1
ATP2B1-AS1,EP300
ATP2B1-AS1,ETS2
ATP2B1-AS1,ETV1
ATP2B1-AS1,ETV5
ATP2B1-AS1,EZH1
ATP2B1-AS1,FOS
ATP2B1-AS1,FOXG1
ATP2B1-AS1,FOXP1
ATP2B1-AS1,FOXP2
ATP2B1-AS1,FUS
ATP2B1-AS1,HDAC2
ATP2B1-AS1,HIVEP1
ATP2B1-AS1,HMGN3
ATP2B1-AS1,JUN
ATP2B1-AS1,JUND
ATP2B1-AS1,KAT2A
ATP2B1-AS1,KAT2B
ATP2B1-AS1,KDM1A
ATP2B1-AS1,KDM5A
ATP2B1-AS1,KDM5B
ATP2B1-AS1,KLF9
ATP2B1-AS1,KMT2A
ATP2B1-AS1,MAX
ATP2B1-AS1,MEF2A
ATP2B1-AS1,MEF2C
ATP2B1-AS1,MITF
ATP2B1-AS1,MTA3
ATP2B1-AS1,MXD1
ATP2B1-AS1,MXI1
ATP2B1-AS1,NCOA3
ATP2B1-AS1,NCOR1
ATP2B1-AS1,NFAT5
ATP2B1-AS1,NFATC3
ATP2B1-AS1,NFE2L2
ATP2B1-AS1,NFIC
ATP2B1-AS1,NFKB1
ATP2B1-AS1,NIPBL
ATP2B1-AS1,NR3C1
ATP2B1-AS1,NRF1
ATP2B1-AS1,NRIP1
ATP2B1-AS1,NSD2
ATP2B1-AS1,PBX1
ATP2B1-AS1,PBX3
ATP2B1-AS1,PHF20
ATP2B1-AS1,POLR2A
ATP2B1-AS1,PSIP1
ATP2B1-AS1,RAD21
ATP2B1-AS1,RB1
ATP2B1-AS1,RCOR1
ATP2B1-AS1,RORA
ATP2B1-AS1,RUNX1
ATP2B1-AS1,RUNX1T1
ATP2B1-AS1,SMAD1
ATP2B1-AS1,SMAD2
ATP2B1-AS1,SMAD3
ATP2B1-AS1,SMARCA4
ATP2B1-AS1,SMARCC1
ATP2B1-AS1,SMC3
ATP2B1-AS1,STAG1
ATP2B1-AS1,STAT3
ATP2B1-AS1,SUZ12
ATP2B1-AS1,TAF1
ATP2B1-AS1,TAF3
ATP2B1-AS1,TAF7
ATP2B1-AS1,TBL1X
ATP2B1-AS1,TBL1XR1
ATP2B1-AS1,TCF12
ATP2B1-AS1,TCF4
ATP2B1-AS1,TCF7L2
ATP2B1-AS1,TEAD1
ATP2B1-AS1,TERF1
ATP2B1-AS1,TFDP2
ATP2B1-AS1,YY1
ATP2B1-AS1,ZBTB7A
ATP2B1-AS1,ZC3H11A
ATP2B1-AS1,ZEB1
ATP2B1-AS1,ZKSCAN1
ATP2B1-AS1,ZMIZ1
ATP2B1-AS1,ZNF407
ATP2B1-AS1,ZNF644
ATP2B1-AS1,ZNF83
BAALC-AS1,ARNT
BAALC-AS1,BACH1
BAALC-AS1,BCOR
BAALC-AS1,BRD2
BAALC-AS1,CBX5
BAALC-AS1,CDK6
BAALC-AS1,CDK8
BAALC-AS1,CHD7
BAALC-AS1,CHD8
BAALC-AS1,CREB1
BAALC-AS1,CREBBP
BAALC-AS1,CSNK2A1
BAALC-AS1,CTCF
BAALC-AS1,DDX5
BAALC-AS1,EGR1
BAALC-AS1,ELF1
BAALC-AS1,EP300
BAALC-AS1,ETV1
BAALC-AS1,ETV5
BAALC-AS1,EWSR1
BAALC-AS1,FOS
BAALC-AS1,FOXP1
BAALC-AS1,FOXP2
BAALC-AS1,FUS
BAALC-AS1,HDAC2
BAALC-AS1,JUN
BAALC-AS1,JUND
BAALC-AS1,KAT2B
BAALC-AS1,MAX
BAALC-AS1,MEF2A
BAALC-AS1,MTA3
BAALC-AS1,MXD1
BAALC-AS1,MXI1
BAALC-AS1,NCOR1
BAALC-AS1,NFIC
BAALC-AS1,NIPBL
BAALC-AS1,NR3C1
BAALC-AS1,NRF1
BAALC-AS1,PBX3
BAALC-AS1,POLR2A
BAALC-AS1,PSIP1
BAALC-AS1,RAD21
BAALC-AS1,RB1
BAALC-AS1,RBL2
BAALC-AS1,RCOR1
BAALC-AS1,RUNX1
BAALC-AS1,SMAD1
BAALC-AS1,SMAD2
BAALC-AS1,SMAD3
BAALC-AS1,SMC3
BAALC-AS1,STAG1
BAALC-AS1,STAT3
BAALC-AS1,SUZ12
BAALC-AS1,TAF1
BAALC-AS1,TAF3
BAALC-AS1,TAF7
BAALC-AS1,TBL1X
BAALC-AS1,TBL1XR1
BAALC-AS1,TCF12
BAALC-AS1,TCF4
BAALC-AS1,TCF7L2
BAALC-AS1,TERF1
BAALC-AS1,YTHDC1
BAALC-AS1,YY1
BAALC-AS1,ZBTB7A
BAALC-AS1,ZEB1
BAALC-AS1,ZKSCAN1
BAIAP2-DT,ARNT
BAIAP2-DT,BCL11A
BAIAP2-DT,BRD4
BAIAP2-DT,CAMTA1
BAIAP2-DT,CBX3
BAIAP2-DT,CBX5
BAIAP2-DT,CCNT2
BAIAP2-DT,CDK6
BAIAP2-DT,CDK8
BAIAP2-DT,CHD1
BAIAP2-DT,CHD2
BAIAP2-DT,CHD4
BAIAP2-DT,CHD7
BAIAP2-DT,CHD8
BAIAP2-DT,CLOCK
BAIAP2-DT,CREB1
BAIAP2-DT,CREBBP
BAIAP2-DT,CSNK2A1
BAIAP2-DT,CTBP2
BAIAP2-DT,CTCF
BAIAP2-DT,CUX1
BAIAP2-DT,DDX5
BAIAP2-DT,EGR1
BAIAP2-DT,ELF1
BAIAP2-DT,EP300
BAIAP2-DT,ETV1
BAIAP2-DT,FMR1
BAIAP2-DT,FOS
BAIAP2-DT,FOXK1
BAIAP2-DT,FOXP1
BAIAP2-DT,FOXP2
BAIAP2-DT,FUS
BAIAP2-DT,HDAC2
BAIAP2-DT,HDAC8
BAIAP2-DT,HMGN3
BAIAP2-DT,JUN
BAIAP2-DT,JUND
BAIAP2-DT,KAT2B
BAIAP2-DT,KDM1A
BAIAP2-DT,KDM5A
BAIAP2-DT,KDM5B
BAIAP2-DT,KLF9
BAIAP2-DT,MAX
BAIAP2-DT,MBD2
BAIAP2-DT,MITF
BAIAP2-DT,MXI1
BAIAP2-DT,NCOR1
BAIAP2-DT,NCOR2
BAIAP2-DT,NFIC
BAIAP2-DT,NFKB1
BAIAP2-DT,NIPBL
BAIAP2-DT,NR3C1
BAIAP2-DT,NR3C2
BAIAP2-DT,NR4A1
BAIAP2-DT,NRF1
BAIAP2-DT,NRIP1
BAIAP2-DT,NSD2
BAIAP2-DT,PBX1
BAIAP2-DT,PBX3
BAIAP2-DT,POLR2A
BAIAP2-DT,PRKDC
BAIAP2-DT,RAD21
BAIAP2-DT,RB1
BAIAP2-DT,RBL2
BAIAP2-DT,RCOR1
BAIAP2-DT,RFX2
BAIAP2-DT,RUNX1
BAIAP2-DT,RUNX1T1
BAIAP2-DT,SAFB2
BAIAP2-DT,SMAD1
BAIAP2-DT,SMAD2
BAIAP2-DT,SMAD3
BAIAP2-DT,SMARCA4
BAIAP2-DT,SMARCC1
BAIAP2-DT,SMC3
BAIAP2-DT,SREBF2
BAIAP2-DT,STAG1
BAIAP2-DT,STAT3
BAIAP2-DT,SUZ12
BAIAP2-DT,TAF1
BAIAP2-DT,TAF15
BAIAP2-DT,TAF3
BAIAP2-DT,TAF7
BAIAP2-DT,TBL1XR1
BAIAP2-DT,TCF12
BAIAP2-DT,TCF4
BAIAP2-DT,TCF7L2
BAIAP2-DT,XRN2
BAIAP2-DT,YTHDC1
BAIAP2-DT,YY1
BAIAP2-DT,ZBTB7A
BAIAP2-DT,ZC3H11A
BAIAP2-DT,ZC3H8
BAIAP2-DT,ZKSCAN1
BAIAP2-DT,ZMIZ1
BAIAP2-DT,ZMYND11
BAIAP2-DT,ZNF407
BASP1-AS1,AFF4
BASP1-AS1,ARNT
BASP1-AS1,ATF2
BASP1-AS1,BACH1
BASP1-AS1,BCL11A
BASP1-AS1,BCLAF1
BASP1-AS1,BCOR
BASP1-AS1,BRD4
BASP1-AS1,CDK6
BASP1-AS1,CHD1
BASP1-AS1,CHD2
BASP1-AS1,CHD7
BASP1-AS1,CHD8
BASP1-AS1,CREB1
BASP1-AS1,CTBP2
BASP1-AS1,CTCF
BASP1-AS1,CUX1
BASP1-AS1,DDX5
BASP1-AS1,EGR1
BASP1-AS1,EHMT2
BASP1-AS1,ELF1
BASP1-AS1,EP300
BASP1-AS1,ETV1
BASP1-AS1,EZH1
BASP1-AS1,FOS
BASP1-AS1,FOXP1
BASP1-AS1,FUS
BASP1-AS1,HDAC2
BASP1-AS1,HIVEP1
BASP1-AS1,JUN
BASP1-AS1,JUND
BASP1-AS1,KDM1A
BASP1-AS1,KDM5A
BASP1-AS1,KDM5B
BASP1-AS1,MAX
BASP1-AS1,MBD2
BASP1-AS1,MEF2A
BASP1-AS1,MEF2C
BASP1-AS1,MTA3
BASP1-AS1,MXI1
BASP1-AS1,NCOR1
BASP1-AS1,NCOR2
BASP1-AS1,NFIC
BASP1-AS1,NFKB1
BASP1-AS1,NR3C1
BASP1-AS1,NRF1
BASP1-AS1,PBX1
BASP1-AS1,PBX3
BASP1-AS1,POLR2A
BASP1-AS1,RAD21
BASP1-AS1,RB1
BASP1-AS1,RCOR1
BASP1-AS1,RUNX1
BASP1-AS1,SMAD1
BASP1-AS1,SMAD2
BASP1-AS1,SMAD3
BASP1-AS1,SMARCA4
BASP1-AS1,SMARCC1
BASP1-AS1,SMC3
BASP1-AS1,STAG1
BASP1-AS1,STAT3
BASP1-AS1,SUZ12
BASP1-AS1,TAF1
BASP1-AS1,TAF15
BASP1-AS1,TAF7
BASP1-AS1,TBL1X
BASP1-AS1,TBL1XR1
BASP1-AS1,TCF12
BASP1-AS1,TCF4
BASP1-AS1,TCF7L2
BASP1-AS1,TIAL1
BASP1-AS1,YY1
BASP1-AS1,ZBTB7A
BASP1-AS1,ZC3H11A
BASP1-AS1,ZEB1
BASP1-AS1,ZKSCAN1
BASP1-AS1,ZMYND11
BASP1-AS1,ZNF407
BASP1-AS1,ZNF83
BASP1-AS1,ZZZ3
BBOX1-AS1,ATF2
BBOX1-AS1,BCL11A
BBOX1-AS1,BCLAF1
BBOX1-AS1,BRD4
BBOX1-AS1,CAMTA2
BBOX1-AS1,CBX3
BBOX1-AS1,CCNT2
BBOX1-AS1,CDK6
BBOX1-AS1,CHD1
BBOX1-AS1,CHD2
BBOX1-AS1,CHD7
BBOX1-AS1,CHD8
BBOX1-AS1,CLOCK
BBOX1-AS1,CTCF
BBOX1-AS1,CUX1
BBOX1-AS1,EGR1
BBOX1-AS1,ELF1
BBOX1-AS1,EP300
BBOX1-AS1,ETS2
BBOX1-AS1,ETV5
BBOX1-AS1,EWSR1
BBOX1-AS1,EZH1
BBOX1-AS1,FOS
BBOX1-AS1,FOXG1
BBOX1-AS1,FOXP1
BBOX1-AS1,FOXP2
BBOX1-AS1,FUS
BBOX1-AS1,HDAC2
BBOX1-AS1,HNRNPD
BBOX1-AS1,JUN
BBOX1-AS1,JUND
BBOX1-AS1,KAT2B
BBOX1-AS1,KDM1A
BBOX1-AS1,KDM5A
BBOX1-AS1,KDM5B
BBOX1-AS1,KLF9
BBOX1-AS1,MAX
BBOX1-AS1,MEF2A
BBOX1-AS1,MEF2C
BBOX1-AS1,MEIS2
BBOX1-AS1,MTA3
BBOX1-AS1,MXD1
BBOX1-AS1,MXI1
BBOX1-AS1,NCOR1
BBOX1-AS1,NFIC
BBOX1-AS1,NIPBL
BBOX1-AS1,NR3C1
BBOX1-AS1,NRF1
BBOX1-AS1,NSD2
BBOX1-AS1,PBX1
BBOX1-AS1,PBX3
BBOX1-AS1,POLR2A
BBOX1-AS1,RAD21
BBOX1-AS1,RB1
BBOX1-AS1,RCOR1
BBOX1-AS1,SMAD1
BBOX1-AS1,SMAD2
BBOX1-AS1,SMAD3
BBOX1-AS1,SMAD5
BBOX1-AS1,SMARCA4
BBOX1-AS1,SMARCC1
BBOX1-AS1,SMC3
BBOX1-AS1,STAG1
BBOX1-AS1,STAT3
BBOX1-AS1,TAF1
BBOX1-AS1,TBL1XR1
BBOX1-AS1,TCF12
BBOX1-AS1,TCF4
BBOX1-AS1,TCF7L2
BBOX1-AS1,TEAD1
BBOX1-AS1,YTHDC1
BBOX1-AS1,YY1
BBOX1-AS1,ZC3H11A
BCYRN1,HNRNPK
BCYRN1,HNRNPL
BCYRN1,ILF3
BCYRN1,SUGP2
BCYRN1,TAF15
BCYRN1,XRCC6
BCYRN1,XRN2
BDNF-AS,ADNP
BDNF-AS,AEBP2
BDNF-AS,ARNT
BDNF-AS,ATF2
BDNF-AS,BACH1
BDNF-AS,BCLAF1
BDNF-AS,BCOR
BDNF-AS,BRD2
BDNF-AS,BRD4
BDNF-AS,CAMTA2
BDNF-AS,CBX3
BDNF-AS,CBX5
BDNF-AS,CCNT2
BDNF-AS,CDK6
BDNF-AS,CDK8
BDNF-AS,CHD1
BDNF-AS,CHD2
BDNF-AS,CHD7
BDNF-AS,CHD8
BDNF-AS,CLOCK
BDNF-AS,CREB1
BDNF-AS,CREBBP
BDNF-AS,CTBP1
BDNF-AS,CTBP2
BDNF-AS,CTCF
BDNF-AS,CUX1
BDNF-AS,DDX5
BDNF-AS,EGR1
BDNF-AS,ELF1
BDNF-AS,ELF2
BDNF-AS,EP300
BDNF-AS,ETS2
BDNF-AS,ETV1
BDNF-AS,ETV5
BDNF-AS,FOS
BDNF-AS,FOXP1
BDNF-AS,FOXP2
BDNF-AS,FUS
BDNF-AS,GLIS3
BDNF-AS,HDAC2
BDNF-AS,HMGN3
BDNF-AS,HNRNPD
BDNF-AS,JUN
BDNF-AS,JUND
BDNF-AS,KAT2A
BDNF-AS,KAT2B
BDNF-AS,KDM1A
BDNF-AS,KDM5A
BDNF-AS,KDM5B
BDNF-AS,KHDRBS1
BDNF-AS,MAX
BDNF-AS,MEF2A
BDNF-AS,MEF2C
BDNF-AS,MITF
BDNF-AS,MTA3
BDNF-AS,MXD1
BDNF-AS,MXI1
BDNF-AS,NCOR1
BDNF-AS,NELFA
BDNF-AS,NFAT5
BDNF-AS,NFE2L2
BDNF-AS,NFIC
BDNF-AS,NFKB1
BDNF-AS,NIPBL
BDNF-AS,NR3C1
BDNF-AS,NRF1
BDNF-AS,NSD2
BDNF-AS,NUP98
BDNF-AS,PBX3
BDNF-AS,POLR2A
BDNF-AS,PSIP1
BDNF-AS,RAD21
BDNF-AS,RB1
BDNF-AS,RCOR1
BDNF-AS,RUNX1
BDNF-AS,SMAD1
BDNF-AS,SMAD2
BDNF-AS,SMARCC1
BDNF-AS,SMC3
BDNF-AS,STAG1
BDNF-AS,STAT3
BDNF-AS,SUZ12
BDNF-AS,TAF1
BDNF-AS,TAF15
BDNF-AS,TAF3
BDNF-AS,TAF7
BDNF-AS,TBL1X
BDNF-AS,TBL1XR1
BDNF-AS,TCF12
BDNF-AS,TCF7L2
BDNF-AS,TIAL1
BDNF-AS,YY1
BDNF-AS,ZBTB7A
BDNF-AS,ZC3H11A
BDNF-AS,ZEB1
BDNF-AS,ZKSCAN1
BDNF-AS,ZMIZ1
BDNF-AS,ZMYND11
BDNF-AS,ZNF236
BDNF-AS,ZNF407
BDNF-AS,ZNF706
BDNF-AS,ZNF83
BHLHE40-AS1,ADNP
BHLHE40-AS1,ARNT
BHLHE40-AS1,ATF2
BHLHE40-AS1,BACH1
BHLHE40-AS1,BACH2
BHLHE40-AS1,BCL11A
BHLHE40-AS1,BCLAF1
BHLHE40-AS1,BCOR
BHLHE40-AS1,BRD4
BHLHE40-AS1,CAMTA2
BHLHE40-AS1,CASP8AP2
BHLHE40-AS1,CBX3
BHLHE40-AS1,CBX5
BHLHE40-AS1,CCNT2
BHLHE40-AS1,CDK6
BHLHE40-AS1,CDK8
BHLHE40-AS1,CHD1
BHLHE40-AS1,CHD2
BHLHE40-AS1,CHD4
BHLHE40-AS1,CHD7
BHLHE40-AS1,CHD8
BHLHE40-AS1,CLOCK
BHLHE40-AS1,CREB1
BHLHE40-AS1,CREBBP
BHLHE40-AS1,CSNK2A1
BHLHE40-AS1,CTBP1
BHLHE40-AS1,CTBP2
BHLHE40-AS1,CTCF
BHLHE40-AS1,CTNNB1
BHLHE40-AS1,CUX1
BHLHE40-AS1,DDX5
BHLHE40-AS1,E2F3
BHLHE40-AS1,EGR1
BHLHE40-AS1,EHMT2
BHLHE40-AS1,ELF1
BHLHE40-AS1,ELF2
BHLHE40-AS1,EP300
BHLHE40-AS1,ETS2
BHLHE40-AS1,ETV1
BHLHE40-AS1,ETV5
BHLHE40-AS1,EWSR1
BHLHE40-AS1,EZH1
BHLHE40-AS1,FMR1
BHLHE40-AS1,FOS
BHLHE40-AS1,FOXG1
BHLHE40-AS1,FOXK1
BHLHE40-AS1,FOXP1
BHLHE40-AS1,FOXP2
BHLHE40-AS1,FUS
BHLHE40-AS1,HDAC2
BHLHE40-AS1,HDAC8
BHLHE40-AS1,HIVEP1
BHLHE40-AS1,HLTF
BHLHE40-AS1,HMGN3
BHLHE40-AS1,HNRNPD
BHLHE40-AS1,HNRNPK
BHLHE40-AS1,ILF3
BHLHE40-AS1,JAZF1
BHLHE40-AS1,JUN
BHLHE40-AS1,JUND
BHLHE40-AS1,KAT2A
BHLHE40-AS1,KAT2B
BHLHE40-AS1,KDM1A
BHLHE40-AS1,KDM5A
BHLHE40-AS1,KDM5B
BHLHE40-AS1,KLF9
BHLHE40-AS1,MAX
BHLHE40-AS1,MBD2
BHLHE40-AS1,MEF2A
BHLHE40-AS1,MEF2C
BHLHE40-AS1,MITF
BHLHE40-AS1,MTA3
BHLHE40-AS1,MXD1
BHLHE40-AS1,MXI1
BHLHE40-AS1,NCOA3
BHLHE40-AS1,NCOR1
BHLHE40-AS1,NCOR2
BHLHE40-AS1,NELFA
BHLHE40-AS1,NFAT5
BHLHE40-AS1,NFE2L2
BHLHE40-AS1,NFIC
BHLHE40-AS1,NFKB1
BHLHE40-AS1,NIPBL
BHLHE40-AS1,NR3C1
BHLHE40-AS1,NR4A1
BHLHE40-AS1,NRF1
BHLHE40-AS1,NRIP1
BHLHE40-AS1,NSD2
BHLHE40-AS1,PBX1
BHLHE40-AS1,PBX3
BHLHE40-AS1,POLR2A
BHLHE40-AS1,PRKDC
BHLHE40-AS1,PSIP1
BHLHE40-AS1,RAD21
BHLHE40-AS1,RB1
BHLHE40-AS1,RCOR1
BHLHE40-AS1,RUNX1
BHLHE40-AS1,RUNX1T1
BHLHE40-AS1,SMAD1
BHLHE40-AS1,SMAD2
BHLHE40-AS1,SMAD3
BHLHE40-AS1,SMAD5
BHLHE40-AS1,SMARCC1
BHLHE40-AS1,SMC3
BHLHE40-AS1,SREBF2
BHLHE40-AS1,SSB
BHLHE40-AS1,STAG1
BHLHE40-AS1,STAT2
BHLHE40-AS1,STAT3
BHLHE40-AS1,SUB1
BHLHE40-AS1,SUPT20H
BHLHE40-AS1,SUZ12
BHLHE40-AS1,TAF1
BHLHE40-AS1,TAF3
BHLHE40-AS1,TAF7
BHLHE40-AS1,TBL1X
BHLHE40-AS1,TBL1XR1
BHLHE40-AS1,TCF12
BHLHE40-AS1,TCF4
BHLHE40-AS1,TCF7L2
BHLHE40-AS1,YTHDC1
BHLHE40-AS1,YY1
BHLHE40-AS1,ZBTB7A
BHLHE40-AS1,ZC3H11A
BHLHE40-AS1,ZEB1
BHLHE40-AS1,ZFHX3
BHLHE40-AS1,ZKSCAN1
BHLHE40-AS1,ZMIZ1
BHLHE40-AS1,ZMYND11
BHLHE40-AS1,ZNF280D
BHLHE40-AS1,ZNF407
BHLHE40-AS1,ZNF706
BHLHE40-AS1,ZNF83
CARNMT1-AS1,ADNP
CARNMT1-AS1,AFF1
CARNMT1-AS1,ARNT
CARNMT1-AS1,ATF2
CARNMT1-AS1,BACH1
CARNMT1-AS1,BCLAF1
CARNMT1-AS1,BCOR
CARNMT1-AS1,BRD4
CARNMT1-AS1,CASP8AP2
CARNMT1-AS1,CBX3
CARNMT1-AS1,CBX5
CARNMT1-AS1,CCNT2
CARNMT1-AS1,CDK6
CARNMT1-AS1,CDK8
CARNMT1-AS1,CHD2
CARNMT1-AS1,CHD4
CARNMT1-AS1,CHD7
CARNMT1-AS1,CHD8
CARNMT1-AS1,CREB1
CARNMT1-AS1,CREBBP
CARNMT1-AS1,CSNK2A1
CARNMT1-AS1,CTCF
CARNMT1-AS1,CTNNB1
CARNMT1-AS1,CUX1
CARNMT1-AS1,DDX5
CARNMT1-AS1,E2F3
CARNMT1-AS1,EGR1
CARNMT1-AS1,EHMT2
CARNMT1-AS1,ELF1
CARNMT1-AS1,ELF2
CARNMT1-AS1,EP300
CARNMT1-AS1,ETS2
CARNMT1-AS1,ETV1
CARNMT1-AS1,FOS
CARNMT1-AS1,FOXG1
CARNMT1-AS1,FOXP1
CARNMT1-AS1,FOXP2
CARNMT1-AS1,HDAC2
CARNMT1-AS1,HDAC8
CARNMT1-AS1,HMGN3
CARNMT1-AS1,JUN
CARNMT1-AS1,JUND
CARNMT1-AS1,KAT2B
CARNMT1-AS1,KDM1A
CARNMT1-AS1,KDM5A
CARNMT1-AS1,KDM5B
CARNMT1-AS1,KLF9
CARNMT1-AS1,KMT2A
CARNMT1-AS1,MAX
CARNMT1-AS1,MITF
CARNMT1-AS1,MTA3
CARNMT1-AS1,MXI1
CARNMT1-AS1,NCOR1
CARNMT1-AS1,NELFA
CARNMT1-AS1,NFAT5
CARNMT1-AS1,NFIC
CARNMT1-AS1,NFKB1
CARNMT1-AS1,NIPBL
CARNMT1-AS1,NRF1
CARNMT1-AS1,NSD2
CARNMT1-AS1,PBX3
CARNMT1-AS1,PHF20
CARNMT1-AS1,POLR2A
CARNMT1-AS1,PSIP1
CARNMT1-AS1,RAD21
CARNMT1-AS1,RB1
CARNMT1-AS1,RBL2
CARNMT1-AS1,RCOR1
CARNMT1-AS1,RUNX1
CARNMT1-AS1,RUNX1T1
CARNMT1-AS1,SMAD1
CARNMT1-AS1,SMAD2
CARNMT1-AS1,SMAD3
CARNMT1-AS1,SMARCC1
CARNMT1-AS1,SMC3
CARNMT1-AS1,STAG1
CARNMT1-AS1,STAT2
CARNMT1-AS1,STAT3
CARNMT1-AS1,SUZ12
CARNMT1-AS1,TAF1
CARNMT1-AS1,TAF3
CARNMT1-AS1,TBL1X
CARNMT1-AS1,TBL1XR1
CARNMT1-AS1,TCF12
CARNMT1-AS1,TCF7L2
CARNMT1-AS1,TERF1
CARNMT1-AS1,UBP1
CARNMT1-AS1,YY1
CARNMT1-AS1,ZBTB7A
CARNMT1-AS1,ZEB1
CARNMT1-AS1,ZKSCAN1
CARNMT1-AS1,ZMIZ1
CARNMT1-AS1,ZNF407
CARNMT1-AS1,ZNF644
CASC15,ATF2
CASC15,BACH1
CASC15,BRD4
CASC15,CBX6
CASC15,CDK6
CASC15,CHD1
CASC15,CHD2
CASC15,CHD7
CASC15,CHD8
CASC15,CREB1
CASC15,CTBP2
CASC15,CTCF
CASC15,CUX1
CASC15,EGR1
CASC15,ELF1
CASC15,EP300
CASC15,ETV1
CASC15,EZH1
CASC15,FOS
CASC15,FOXP1
CASC15,FUS
CASC15,HDAC2
CASC15,HMGN3
CASC15,HNRNPD
CASC15,JUN
CASC15,JUND
CASC15,KDM5A
CASC15,KDM5B
CASC15,KLF9
CASC15,MAX
CASC15,MBD2
CASC15,MEF2A
CASC15,MXI1
CASC15,NCOR1
CASC15,NFIC
CASC15,NIPBL
CASC15,PBX3
CASC15,POLR2A
CASC15,RAD21
CASC15,RB1
CASC15,RCOR1
CASC15,RUNX1T1
CASC15,SMAD1
CASC15,SMAD2
CASC15,SMAD3
CASC15,SMARCA4
CASC15,SMC3
CASC15,STAG1
CASC15,STAT3
CASC15,SUZ12
CASC15,TAF1
CASC15,TAF15
CASC15,TAF7
CASC15,TBL1X
CASC15,TCF12
CASC15,TCF4
CASC15,TCF7L2
CASC15,TFDP2
CASC15,YY1
CASC15,ZNF644
CASC2,AFF4
CASC2,ARNT
CASC2,BACH1
CASC2,BCLAF1
CASC2,BRD2
CASC2,BRD4
CASC2,BRF1
CASC2,CAMTA2
CASC2,CASP8AP2
CASC2,CCNT2
CASC2,CDK6
CASC2,CDK8
CASC2,CHD2
CASC2,CHD7
CASC2,CHD8
CASC2,CLOCK
CASC2,CREB1
CASC2,CSNK2A1
