lncRNA,target
MYCBP2-AS1,CREB1
MYCBP2-AS1,CREBBP
MYCBP2-AS1,CSNK2A1
MYCBP2-AS1,CTCF
MYCBP2-AS1,CUX1
MYCBP2-AS1,DDX5
MYCBP2-AS1,E2F3
MYCBP2-AS1,EGR1
MYCBP2-AS1,EHMT2
MYCBP2-AS1,ELF1
MYCBP2-AS1,EP300
MYCBP2-AS1,ETS2
MYCBP2-AS1,ETV1
MYCBP2-AS1,EZH1
MYCBP2-AS1,FMR1
MYCBP2-AS1,FOS
MYCBP2-AS1,FOXP1
MYCBP2-AS1,FOXP2
MYCBP2-AS1,FUS
MYCBP2-AS1,FXR1
MYCBP2-AS1,HDAC2
MYCBP2-AS1,HLTF
MYCBP2-AS1,HMGN3
MYCBP2-AS1,JUN
MYCBP2-AS1,JUND
MYCBP2-AS1,KAT2B
MYCBP2-AS1,KDM5A
MYCBP2-AS1,KDM5B
MYCBP2-AS1,KHDRBS1
MYCBP2-AS1,KLF9
MYCBP2-AS1,MAX
MYCBP2-AS1,MEF2A
MYCBP2-AS1,MTA3
MYCBP2-AS1,MXD1
MYCBP2-AS1,MXI1
MYCBP2-AS1,NCOR1
MYCBP2-AS1,NELFA
MYCBP2-AS1,NFAT5
MYCBP2-AS1,NFIC
MYCBP2-AS1,NFKB1
MYCBP2-AS1,NIPBL
MYCBP2-AS1,NRF1
MYCBP2-AS1,NSD2
MYCBP2-AS1,POLR2A
MYCBP2-AS1,RAD21
MYCBP2-AS1,RB1
MYCBP2-AS1,RBL2
MYCBP2-AS1,RCOR1
MYCBP2-AS1,RUNX1
MYCBP2-AS1,RUNX1T1
MYCBP2-AS1,SAFB2
MYCBP2-AS1,SMAD1
MYCBP2-AS1,SMAD2
MYCBP2-AS1,SMARCC1
MYCBP2-AS1,SMC3
MYCBP2-AS1,STAG1
MYCBP2-AS1,STAT2
MYCBP2-AS1,STAT3
MYCBP2-AS1,SUZ12
MYCBP2-AS1,TAF1
MYCBP2-AS1,TAF15
MYCBP2-AS1,TAF3
MYCBP2-AS1,TAF7
MYCBP2-AS1,TBL1X
MYCBP2-AS1,TBL1XR1
MYCBP2-AS1,TCF12
MYCBP2-AS1,TCF4
MYCBP2-AS1,TCF7L2
MYCBP2-AS1,YY1
MYCBP2-AS1,ZBTB7A
MYCBP2-AS1,ZC3H11A
MYCBP2-AS1,ZEB1
MYCBP2-AS1,ZKSCAN1
MYCBP2-AS1,ZMIZ1
MYCBP2-AS1,ZMYND11
MYCBP2-AS1,ZNF644
MYLK-AS1,ADNP
MYLK-AS1,ARNT
MYLK-AS1,ATF2
MYLK-AS1,BACH1
MYLK-AS1,BACH2
MYLK-AS1,BCLAF1
MYLK-AS1,BCOR
MYLK-AS1,BRD4
MYLK-AS1,CBX3
MYLK-AS1,CBX5
MYLK-AS1,CCNT2
MYLK-AS1,CDK6
MYLK-AS1,CDK8
MYLK-AS1,CHD1
MYLK-AS1,CHD2
MYLK-AS1,CHD7
MYLK-AS1,CHD8
MYLK-AS1,CLOCK
MYLK-AS1,CREB1
MYLK-AS1,CREBBP
MYLK-AS1,CTBP2
MYLK-AS1,CTCF
MYLK-AS1,CTNNB1
MYLK-AS1,CUX1
MYLK-AS1,E2F3
MYLK-AS1,EGR1
MYLK-AS1,ELF1
MYLK-AS1,EP300
MYLK-AS1,ETS2
MYLK-AS1,FOS
MYLK-AS1,FOXP1
MYLK-AS1,FOXP2
MYLK-AS1,FUBP3
MYLK-AS1,FUS
MYLK-AS1,HDAC2
MYLK-AS1,HDAC8
MYLK-AS1,HMGN3
MYLK-AS1,HNRNPD
MYLK-AS1,HNRNPK
MYLK-AS1,ICE1
MYLK-AS1,ICE2
MYLK-AS1,ILF3
MYLK-AS1,JUN
MYLK-AS1,JUND
MYLK-AS1,KAT2B
MYLK-AS1,KDM1A
MYLK-AS1,KDM5A
MYLK-AS1,KDM5B
MYLK-AS1,KHDRBS2
MYLK-AS1,KLF9
MYLK-AS1,MAX
MYLK-AS1,MEF2A
MYLK-AS1,MEF2C
MYLK-AS1,MITF
MYLK-AS1,MTA3
MYLK-AS1,MXD1
MYLK-AS1,MXI1
MYLK-AS1,NCOR1
MYLK-AS1,NCOR2
MYLK-AS1,NELFA
MYLK-AS1,NFIC
MYLK-AS1,NIPBL
MYLK-AS1,NR3C1
MYLK-AS1,NRF1
MYLK-AS1,NRIP1
MYLK-AS1,NSD2
MYLK-AS1,PBX3
MYLK-AS1,PHF20
MYLK-AS1,POLR2A
MYLK-AS1,PSIP1
MYLK-AS1,RAD21
MYLK-AS1,RB1
MYLK-AS1,RCOR1
MYLK-AS1,RUNX1
MYLK-AS1,RUNX1T1
MYLK-AS1,SMAD1
MYLK-AS1,SMAD2
MYLK-AS1,SMAD3
MYLK-AS1,SMARCC1
MYLK-AS1,SMC3
MYLK-AS1,SND1
MYLK-AS1,STAG1
MYLK-AS1,STAT3
MYLK-AS1,SUPT20H
MYLK-AS1,SUZ12
MYLK-AS1,TAF1
MYLK-AS1,TAF15
MYLK-AS1,TAF3
MYLK-AS1,TAF7
MYLK-AS1,TBL1X
MYLK-AS1,TBL1XR1
MYLK-AS1,TCF12
MYLK-AS1,TCF4
MYLK-AS1,TCF7L2
MYLK-AS1,YY1
MYLK-AS1,ZBTB7A
MYLK-AS1,ZC3H11A
MYLK-AS1,ZC3H8
MYLK-AS1,ZEB1
MYLK-AS1,ZKSCAN1
MYLK-AS1,ZMIZ1
MYLK-AS1,ZMYND11
MYLK-AS1,ZNF280D
MYLK-AS1,ZNF83
NBAT1,ARNT
NBAT1,BACH1
NBAT1,BRD4
NBAT1,CBX3
NBAT1,CBX5
NBAT1,CDK6
NBAT1,CHD1
NBAT1,CHD7
NBAT1,CHD8
NBAT1,CREBBP
NBAT1,CTBP2
NBAT1,CTCF
NBAT1,EP300
NBAT1,ETV1
NBAT1,FOS
NBAT1,FOXP1
NBAT1,HDAC2
NBAT1,JUN
NBAT1,JUND
NBAT1,KDM5A
NBAT1,KDM5B
NBAT1,MAX
NBAT1,MITF
NBAT1,MXI1
NBAT1,NFIC
NBAT1,NFKB1
NBAT1,NR3C1
NBAT1,NRF1
NBAT1,PBX1
NBAT1,PBX3
NBAT1,POLR2A
NBAT1,PRKDC
NBAT1,RAD21
NBAT1,RB1
NBAT1,RCOR1
NBAT1,RUNX1
NBAT1,RUNX1T1
NBAT1,SMAD1
NBAT1,SMAD2
NBAT1,SMARCA4
NBAT1,STAG1
NBAT1,STAT3
NBAT1,SUZ12
NBAT1,TAF1
NBAT1,TBL1X
NBAT1,TCF12
NBAT1,TCF4
NBAT1,TCF7L2
NBAT1,TEAD1
NBAT1,YY1
NBAT1,ZMIZ1
NBR2,AEBP2
NBR2,ARNT
NBR2,ATF2
NBR2,BACH1
NBR2,BACH2
NBR2,BCLAF1
NBR2,CLOCK
NBR2,CREB1
NBR2,CTCF
NBR2,CUX1
NBR2,E2F3
NBR2,EGR1
NBR2,ELF1
NBR2,ELF2
NBR2,ETS2
NBR2,ETV1
NBR2,ETV5
NBR2,FOS
NBR2,FOXG1
NBR2,FOXP1
NBR2,FUS
NBR2,HIVEP1
NBR2,HMGN3
NBR2,JUN
NBR2,JUND
NBR2,KDM5A
NBR2,KDM5B
NBR2,KLF9
NBR2,MAX
NBR2,MITF
NBR2,MTA3
NBR2,MXI1
NBR2,NCOR1
NBR2,NFAT5
NBR2,NFE2L2
NBR2,NFIC
NBR2,NFYC
NBR2,NR3C1
NBR2,NRF1
NBR2,RCOR1
NBR2,RFX2
NBR2,RUNX1
NBR2,SMAD2
NBR2,SP3
NBR2,SRSF10
NBR2,STAT2
NBR2,STAT3
NBR2,TCF12
NBR2,TCF7L2
NBR2,YY1
NBR2,ZBTB7A
NBR2,ZEB1
NBR2,ZFHX3
NBR2,ZKSCAN1
NBR2,ZMIZ1
NDUFA6-DT,ARNT
NDUFA6-DT,ATF2
NDUFA6-DT,BACH1
NDUFA6-DT,BRD2
NDUFA6-DT,CASP8AP2
NDUFA6-DT,CBX3
NDUFA6-DT,CCNT2
NDUFA6-DT,CDK6
NDUFA6-DT,CDK8
NDUFA6-DT,CHD7
NDUFA6-DT,CHD8
NDUFA6-DT,CLOCK
NDUFA6-DT,CREB1
NDUFA6-DT,CREBBP
NDUFA6-DT,CSNK2A1
NDUFA6-DT,CTBP1
NDUFA6-DT,CTBP2
NDUFA6-DT,DDX5
NDUFA6-DT,E2F3
NDUFA6-DT,EGR1
NDUFA6-DT,ELF1
NDUFA6-DT,EP300
NDUFA6-DT,ETS2
NDUFA6-DT,ETV1
NDUFA6-DT,EWSR1
NDUFA6-DT,EZH1
NDUFA6-DT,FOS
NDUFA6-DT,FOXG1
NDUFA6-DT,FOXK1
NDUFA6-DT,FOXP1
NDUFA6-DT,FOXP2
NDUFA6-DT,FUS
NDUFA6-DT,GLIS3
NDUFA6-DT,HDAC2
NDUFA6-DT,HDAC8
NDUFA6-DT,HIVEP1
NDUFA6-DT,HMGN3
NDUFA6-DT,JAZF1
NDUFA6-DT,JUN
NDUFA6-DT,JUND
NDUFA6-DT,KAT2B
NDUFA6-DT,KDM1A
NDUFA6-DT,KLF9
NDUFA6-DT,MAX
NDUFA6-DT,MBD2
NDUFA6-DT,MEF2A
NDUFA6-DT,MITF
NDUFA6-DT,MTA3
NDUFA6-DT,MXD1
NDUFA6-DT,MXI1
NDUFA6-DT,NCOR1
NDUFA6-DT,NCOR2
NDUFA6-DT,NELFA
NDUFA6-DT,NFIC
NDUFA6-DT,NFKB1
NDUFA6-DT,NFYC
NDUFA6-DT,NIPBL
NDUFA6-DT,NR2F1
NDUFA6-DT,NR3C1
NDUFA6-DT,NR4A1
NDUFA6-DT,NRF1
NDUFA6-DT,PBX1
NDUFA6-DT,PBX3
NDUFA6-DT,PHF20
NDUFA6-DT,POLR2A
NDUFA6-DT,PRKDC
NDUFA6-DT,PSIP1
NDUFA6-DT,RAD21
NDUFA6-DT,RB1
NDUFA6-DT,RCOR1
NDUFA6-DT,RFX2
NDUFA6-DT,RUNX1
NDUFA6-DT,RUNX1T1
NDUFA6-DT,SMAD1
NDUFA6-DT,SMAD2
NDUFA6-DT,SMAD3
NDUFA6-DT,SMC3
NDUFA6-DT,SP3
NDUFA6-DT,SREBF2
NDUFA6-DT,STAG1
NDUFA6-DT,STAT2
NDUFA6-DT,STAT3
NDUFA6-DT,SUZ12
NDUFA6-DT,TAF15
NDUFA6-DT,TAF3
NDUFA6-DT,TBL1X
NDUFA6-DT,TBL1XR1
NDUFA6-DT,TCF12
NDUFA6-DT,TCF4
NDUFA6-DT,TCF7L2
NDUFA6-DT,TFDP2
NDUFA6-DT,UBP1
NDUFA6-DT,XRN2
NDUFA6-DT,YTHDC1
NDUFA6-DT,ZBTB44
NDUFA6-DT,ZC3H11A
NDUFA6-DT,ZC3H8
NDUFA6-DT,ZEB1
NDUFA6-DT,ZFHX3
NDUFA6-DT,ZKSCAN1
NDUFA6-DT,ZMIZ1
NDUFA6-DT,ZMYND11
NDUFA6-DT,ZNF280D
NDUFA6-DT,ZNF706
NDUFA6-DT,ZNF83
NEAT1,AFF1
NEAT1,AFF4
NEAT1,ARNT
NEAT1,ARRB1
NEAT1,ATF2
NEAT1,BACH2
NEAT1,BCL11A
NEAT1,BCLAF1
NEAT1,BCOR
NEAT1,BDP1
NEAT1,BRD4
NEAT1,CASP8AP2
NEAT1,CBX3
NEAT1,CBX5
NEAT1,CCNT2
NEAT1,CDK8
NEAT1,CHD1
NEAT1,CHD2
NEAT1,CHD4
NEAT1,CHD7
NEAT1,CHD8
NEAT1,CREB1
NEAT1,CREBBP
NEAT1,CTBP1
NEAT1,CTCF
NEAT1,CUX1
NEAT1,EGR1
NEAT1,ELF1
NEAT1,ELF2
NEAT1,EP300
NEAT1,ETS2
NEAT1,ETV1
NEAT1,ETV5
NEAT1,EZH1
NEAT1,FOS
NEAT1,FOXG1
NEAT1,FOXP2
NEAT1,FXR1
NEAT1,HDAC2
NEAT1,HDAC8
NEAT1,HIVEP1
NEAT1,HMGN3
NEAT1,HNRNPD
NEAT1,ICE1
NEAT1,ILF3
NEAT1,JAZF1
NEAT1,JUN
NEAT1,JUND
NEAT1,KAT2A
NEAT1,KAT2B
NEAT1,KDM1A
NEAT1,KDM5A
NEAT1,KDM5B
NEAT1,KHDRBS2
NEAT1,KLF9
NEAT1,LARP7
NEAT1,MAX
NEAT1,MBD2
NEAT1,MEF2A
NEAT1,MEF2C
NEAT1,MITF
NEAT1,MTA3
NEAT1,MXD1
NEAT1,MXI1
NEAT1,NCOA3
NEAT1,NCOR1
NEAT1,NCOR2
NEAT1,NELFA
NEAT1,NFAT5
NEAT1,NFE2L2
NEAT1,NFIC
NEAT1,NFYC
NEAT1,NR2C2
NEAT1,NR2F1
NEAT1,NR3C1
NEAT1,NR4A1
NEAT1,NRF1
NEAT1,NRIP1
NEAT1,NSD2
NEAT1,PBX1
NEAT1,PBX3
NEAT1,PIAS1
NEAT1,POLR2A
NEAT1,PPARGC1A
NEAT1,PSIP1
NEAT1,RAD21
NEAT1,RB1
NEAT1,RCOR1
NEAT1,RUNX1
NEAT1,RUNX1T1
NEAT1,SAFB2
NEAT1,SMAD1
NEAT1,SMAD2
NEAT1,SMAD3
NEAT1,SMAD5
NEAT1,SMARCC1
NEAT1,SMC3
NEAT1,SND1
NEAT1,SREBF2
NEAT1,SRSF10
NEAT1,SSB
NEAT1,STAG1
NEAT1,STAT2
NEAT1,SUB1
NEAT1,SUGP2
NEAT1,SUPT20H
NEAT1,SUZ12
NEAT1,TAF1
NEAT1,TAF3
NEAT1,TAF7
NEAT1,TBL1X
NEAT1,TBL1XR1
NEAT1,TCF12
NEAT1,TCF4
NEAT1,TCF7L2
NEAT1,TDRD3
NEAT1,TEAD1
NEAT1,TERF1
NEAT1,ZBTB7A
NEAT1,ZC3H11A
NEAT1,ZKSCAN1
NEAT1,ZMIZ1
NEAT1,ZMYND11
NEAT1,ZNF236
NEAT1,ZNF280D
NEAT1,ZNF407
NEAT1,ZNF706
NEAT1,ZNF83
NEAT1,ZZZ3
NECTIN3-AS1,AEBP2
NECTIN3-AS1,ARNT
NECTIN3-AS1,ATF6
NECTIN3-AS1,BACH1
NECTIN3-AS1,BRD4
NECTIN3-AS1,CASP8AP2
NECTIN3-AS1,CBX5
NECTIN3-AS1,CDK6
NECTIN3-AS1,CDK8
NECTIN3-AS1,CHD2
NECTIN3-AS1,CHD7
NECTIN3-AS1,CHD8
NECTIN3-AS1,CLOCK
NECTIN3-AS1,CREB1
NECTIN3-AS1,CREBBP
NECTIN3-AS1,CSNK2A1
NECTIN3-AS1,CTBP2
NECTIN3-AS1,CTCF
NECTIN3-AS1,CUX1
NECTIN3-AS1,DDX5
NECTIN3-AS1,ELF1
NECTIN3-AS1,EP300
NECTIN3-AS1,ETS2
NECTIN3-AS1,ETV5
NECTIN3-AS1,ETV6
NECTIN3-AS1,FOS
NECTIN3-AS1,FOXG1
NECTIN3-AS1,FOXP1
NECTIN3-AS1,FOXP2
NECTIN3-AS1,FUS
NECTIN3-AS1,HDAC2
NECTIN3-AS1,HNRNPD
NECTIN3-AS1,JUND
NECTIN3-AS1,KAT2B
NECTIN3-AS1,KDM5A
NECTIN3-AS1,KDM5B
NECTIN3-AS1,KLF9
NECTIN3-AS1,MAX
NECTIN3-AS1,MEF2C
NECTIN3-AS1,MITF
NECTIN3-AS1,MXD1
NECTIN3-AS1,MXI1
NECTIN3-AS1,NCOR1
NECTIN3-AS1,NCOR2
NECTIN3-AS1,NFAT5
NECTIN3-AS1,NFIC
NECTIN3-AS1,NFKB1
NECTIN3-AS1,NIPBL
NECTIN3-AS1,NR3C1
NECTIN3-AS1,NRF1
NECTIN3-AS1,PBX3
NECTIN3-AS1,POLR2A
NECTIN3-AS1,RAD21
NECTIN3-AS1,RB1
NECTIN3-AS1,RCOR1
NECTIN3-AS1,RFX2
NECTIN3-AS1,RUNX1
NECTIN3-AS1,SMAD1
NECTIN3-AS1,SMAD2
NECTIN3-AS1,SMAD3
NECTIN3-AS1,SMARCC1
NECTIN3-AS1,SMC3
NECTIN3-AS1,STAG1
NECTIN3-AS1,STAT2
NECTIN3-AS1,STAT3
NECTIN3-AS1,SUZ12
NECTIN3-AS1,TAF1
NECTIN3-AS1,TAF3
NECTIN3-AS1,TAF7
NECTIN3-AS1,TBL1X
NECTIN3-AS1,TCF12
NECTIN3-AS1,TCF4
NECTIN3-AS1,TCF7L2
NECTIN3-AS1,TEAD1
NECTIN3-AS1,UBP1
NECTIN3-AS1,YY1
NECTIN3-AS1,ZBTB7A
NECTIN3-AS1,ZFHX3
NECTIN3-AS1,ZKSCAN1
NECTIN3-AS1,ZNF280D
NECTIN3-AS1,ZNF706
NECTIN3-AS1,ZNF83
NECTIN3-AS1,ZNF84
NIFK-AS1,ADNP
NIFK-AS1,AFF1
NIFK-AS1,ARNT
NIFK-AS1,ARRB1
NIFK-AS1,ATF2
NIFK-AS1,BACH1
NIFK-AS1,BACH2
NIFK-AS1,BCLAF1
NIFK-AS1,BCOR
NIFK-AS1,BRD2
NIFK-AS1,BRD4
NIFK-AS1,CBX3
NIFK-AS1,CBX5
NIFK-AS1,CCNT2
NIFK-AS1,CDK6
NIFK-AS1,CDK8
NIFK-AS1,CHD1
NIFK-AS1,CHD2
NIFK-AS1,CHD4
NIFK-AS1,CHD7
NIFK-AS1,CHD8
NIFK-AS1,CLOCK
NIFK-AS1,CREB1
NIFK-AS1,CREBBP
NIFK-AS1,CTBP2
NIFK-AS1,CTCF
NIFK-AS1,CUX1
NIFK-AS1,DDX5
NIFK-AS1,E2F3
NIFK-AS1,EGR1
NIFK-AS1,ELF1
NIFK-AS1,ELF2
NIFK-AS1,EP300
NIFK-AS1,ETS2
NIFK-AS1,ETV1
NIFK-AS1,ETV5
NIFK-AS1,EWSR1
NIFK-AS1,EZH1
NIFK-AS1,FMR1
NIFK-AS1,FOS
NIFK-AS1,FOXG1
NIFK-AS1,FOXO3
NIFK-AS1,FOXP1
NIFK-AS1,FOXP2
NIFK-AS1,FUS
NIFK-AS1,HDAC2
NIFK-AS1,HIVEP1
NIFK-AS1,HLTF
NIFK-AS1,HMGN3
NIFK-AS1,ILF3
NIFK-AS1,JUN
NIFK-AS1,JUND
NIFK-AS1,KAT2A
NIFK-AS1,KAT2B
NIFK-AS1,KDM1A
NIFK-AS1,KDM5A
NIFK-AS1,KDM5B
NIFK-AS1,KLF9
NIFK-AS1,KMT2A
NIFK-AS1,MAX
NIFK-AS1,MEF2A
NIFK-AS1,MTA3
NIFK-AS1,MXD1
NIFK-AS1,MXI1
NIFK-AS1,NCOR1
NIFK-AS1,NCOR2
NIFK-AS1,NELFA
NIFK-AS1,NFAT5
NIFK-AS1,NFE2L2
NIFK-AS1,NFIC
NIFK-AS1,NFKB1
NIFK-AS1,NIPBL
NIFK-AS1,NR2C2
NIFK-AS1,NR3C1
NIFK-AS1,NRF1
NIFK-AS1,NSD2
NIFK-AS1,PBX1
NIFK-AS1,PBX3
NIFK-AS1,POLR2A
NIFK-AS1,PSIP1
NIFK-AS1,RAD21
NIFK-AS1,RB1
NIFK-AS1,RBFOX2
NIFK-AS1,RCOR1
NIFK-AS1,RFX2
NIFK-AS1,RORA
NIFK-AS1,RUNX1
NIFK-AS1,RUNX1T1
NIFK-AS1,SMAD2
NIFK-AS1,SMAD3
NIFK-AS1,SMARCA4
NIFK-AS1,SMC3
NIFK-AS1,SP3
NIFK-AS1,STAG1
NIFK-AS1,STAT3
NIFK-AS1,SUZ12
NIFK-AS1,TAF1
NIFK-AS1,TAF15
NIFK-AS1,TAF3
NIFK-AS1,TAF7
NIFK-AS1,TBL1X
NIFK-AS1,TBL1XR1
NIFK-AS1,TCF12
NIFK-AS1,TCF4
NIFK-AS1,TCF7L2
NIFK-AS1,TEAD1
NIFK-AS1,TERF1
NIFK-AS1,XRCC6
NIFK-AS1,YTHDC1
NIFK-AS1,YY1
NIFK-AS1,ZBTB7A
NIFK-AS1,ZC3H11A
NIFK-AS1,ZC3H8
NIFK-AS1,ZEB1
NIFK-AS1,ZFHX3
NIFK-AS1,ZKSCAN1
NIFK-AS1,ZMIZ1
NIFK-AS1,ZNF280D
NIFK-AS1,ZNF407
NIFK-AS1,ZNF83
NNT-AS1,ADNP
NNT-AS1,AFF1
NNT-AS1,AFF4
NNT-AS1,ARNT
NNT-AS1,ARRB1
NNT-AS1,ATF2
NNT-AS1,BACH1
NNT-AS1,BCLAF1
NNT-AS1,BCOR
NNT-AS1,BRD2
NNT-AS1,CASP8AP2
NNT-AS1,CBFB
NNT-AS1,CBX3
NNT-AS1,CCNT2
NNT-AS1,CHD2
NNT-AS1,CHD4
NNT-AS1,CHD7
NNT-AS1,CHD8
NNT-AS1,CLOCK
NNT-AS1,CREB1
NNT-AS1,CREBBP
NNT-AS1,CREM
NNT-AS1,CTBP2
NNT-AS1,CTCF
NNT-AS1,CUX1
NNT-AS1,DDX5
NNT-AS1,E2F3
NNT-AS1,ELF1
NNT-AS1,ELF2
NNT-AS1,EP300
NNT-AS1,ETS2
NNT-AS1,EWSR1
NNT-AS1,EZH1
NNT-AS1,FMR1
NNT-AS1,FOS
NNT-AS1,FOXP2
NNT-AS1,HDAC2
NNT-AS1,HDAC8
NNT-AS1,HMGN3
NNT-AS1,HNRNPD
NNT-AS1,ILF3
NNT-AS1,JUN
NNT-AS1,JUND
NNT-AS1,KAT2A
NNT-AS1,KAT2B
NNT-AS1,KDM1A
NNT-AS1,KDM5A
NNT-AS1,KDM5B
NNT-AS1,KHDRBS2
NNT-AS1,KMT2A
NNT-AS1,MAX
NNT-AS1,MBD2
NNT-AS1,MEF2C
NNT-AS1,MITF
NNT-AS1,MTA3
NNT-AS1,MXD1
NNT-AS1,MXI1
NNT-AS1,NCOR1
NNT-AS1,NELFA
NNT-AS1,NFAT5
NNT-AS1,NFE2L2
NNT-AS1,NFIC
NNT-AS1,NFKB1
NNT-AS1,NIPBL
NNT-AS1,NR3C1
NNT-AS1,NRF1
NNT-AS1,NSD2
NNT-AS1,PBX1
NNT-AS1,PBX3
NNT-AS1,POLR2A
NNT-AS1,PSIP1
NNT-AS1,RAD21
NNT-AS1,RB1
NNT-AS1,RCOR1
NNT-AS1,RUNX1
NNT-AS1,SMAD1
NNT-AS1,SMAD2
NNT-AS1,SMAD3
NNT-AS1,SMARCC1
NNT-AS1,SMC3
NNT-AS1,SP3
NNT-AS1,STAG1
NNT-AS1,STAT3
NNT-AS1,TAF1
NNT-AS1,TBL1X
NNT-AS1,TBL1XR1
NNT-AS1,TCF12
NNT-AS1,TCF4
NNT-AS1,TCF7L2
NNT-AS1,UBP1
NNT-AS1,YTHDC1
NNT-AS1,YY1
NNT-AS1,ZBTB7A
NNT-AS1,ZC3H11A
NNT-AS1,ZEB1
NNT-AS1,ZKSCAN1
NNT-AS1,ZMIZ1
NNT-AS1,ZNF706
NNT-AS1,ZZZ3
NORAD,ADNP
NORAD,ARNT
NORAD,ARRB1
NORAD,BACH1
NORAD,BACH2
NORAD,BCL11A
NORAD,BCLAF1
NORAD,BRD4
NORAD,CAMTA2
NORAD,CBX5
NORAD,CCNT2
NORAD,CDK6
NORAD,CDK8
NORAD,CHD1
NORAD,CHD2
NORAD,CHD4
NORAD,CHD7
NORAD,CHD8
NORAD,CREB1
NORAD,CREBBP
NORAD,CSNK2A1
NORAD,CTBP1
NORAD,CTBP2
NORAD,CTCF
NORAD,DDX5
NORAD,EGR1
NORAD,ELF1
NORAD,ETV1
NORAD,EWSR1
NORAD,EZH1
NORAD,FMR1
NORAD,FOS
NORAD,FOXG1
NORAD,FOXP2
NORAD,FXR1
NORAD,HDAC2
NORAD,HDAC8
NORAD,HMGN3
NORAD,HNRNPD
NORAD,ILF3
NORAD,JUN
NORAD,JUND
NORAD,KAT2B
NORAD,KDM1A
NORAD,KDM5A
NORAD,KDM5B
NORAD,KLF9
NORAD,MEF2C
NORAD,MITF
NORAD,MTA3
NORAD,MXD1
NORAD,MXI1
NORAD,NCOA3
NORAD,NCOR1
NORAD,NCOR2
NORAD,NELFA
NORAD,NFAT5
NORAD,NFE2L2
NORAD,NFYC
NORAD,NIPBL
NORAD,NR3C1
NORAD,NR4A1
NORAD,NRF1
NORAD,NRIP1
NORAD,NSD2
NORAD,PBX1
NORAD,RAD21
NORAD,RB1
NORAD,RBFOX2
NORAD,RBL2
NORAD,RCOR1
NORAD,RFX2
NORAD,RUNX1T1
NORAD,SAFB2
NORAD,SMAD1
NORAD,SMAD2
NORAD,SMAD3
NORAD,SMAD5
NORAD,SMARCA4
NORAD,SMC3
NORAD,SREBF2
NORAD,SSB
NORAD,STAG1
NORAD,STAT2
NORAD,SUB1
NORAD,TAF1
NORAD,TAF15
NORAD,TAF3
NORAD,TAF7
NORAD,TBL1X
NORAD,TBL1XR1
NORAD,TCF12
NORAD,TCF4
NORAD,TCF7L2
NORAD,TERF1
NORAD,TFDP2
NORAD,UBP1
NORAD,XRCC6
NORAD,YTHDC1
NORAD,YY1
NORAD,ZBTB7A
NORAD,ZC3H11A
NORAD,ZKSCAN1
NORAD,ZNF280D
NORAD,ZNF644
NORAD,ZNF83
NPSR1-AS1,BACH1
NPSR1-AS1,CAMTA2
NPSR1-AS1,CBX3
NPSR1-AS1,CBX5
NPSR1-AS1,CDK6
NPSR1-AS1,CHD1
NPSR1-AS1,CHD7
NPSR1-AS1,CTCF
NPSR1-AS1,EP300
NPSR1-AS1,EZH1
NPSR1-AS1,FOS
NPSR1-AS1,FUS
NPSR1-AS1,FXR1
NPSR1-AS1,HDAC2
NPSR1-AS1,HNRNPK
NPSR1-AS1,ILF3
NPSR1-AS1,JUN
NPSR1-AS1,JUND
NPSR1-AS1,KDM5A
NPSR1-AS1,MAX
NPSR1-AS1,NFIC
NPSR1-AS1,NFKB1
NPSR1-AS1,NRF1
NPSR1-AS1,PBX3
NPSR1-AS1,POLR2A
NPSR1-AS1,RAD21
NPSR1-AS1,RBFOX2
NPSR1-AS1,RBPJ
NPSR1-AS1,RCOR1
NPSR1-AS1,SAFB2
NPSR1-AS1,SMAD2
NPSR1-AS1,SMAD3
NPSR1-AS1,SMC3
NPSR1-AS1,STAG1
NPSR1-AS1,STAT3
NPSR1-AS1,TBL1XR1
NPSR1-AS1,TCF12
NPSR1-AS1,TSHZ1
NPSR1-AS1,XRCC6
NPSR1-AS1,XRN2
NPSR1-AS1,YY1
NR2F1-AS1,ADNP
NR2F1-AS1,ARNT
NR2F1-AS1,ARRB1
NR2F1-AS1,ATF2
NR2F1-AS1,BACH1
NR2F1-AS1,CASP8AP2
NR2F1-AS1,CBFB
NR2F1-AS1,CBX3
NR2F1-AS1,CBX5
NR2F1-AS1,CBX6
NR2F1-AS1,CDK6
NR2F1-AS1,CHD7
NR2F1-AS1,CHD8
NR2F1-AS1,CLOCK
NR2F1-AS1,CREB1
NR2F1-AS1,CREBBP
NR2F1-AS1,CTBP2
NR2F1-AS1,CTCF
NR2F1-AS1,CTNNB1
NR2F1-AS1,CUX1
NR2F1-AS1,DDX5
NR2F1-AS1,E2F3
NR2F1-AS1,EGR1
NR2F1-AS1,ELF1
NR2F1-AS1,ELF2
NR2F1-AS1,EP300
NR2F1-AS1,ETS2
NR2F1-AS1,ETV1
NR2F1-AS1,ETV5
NR2F1-AS1,EZH1
NR2F1-AS1,FOS
NR2F1-AS1,FOXG1
NR2F1-AS1,FOXP1
NR2F1-AS1,FOXP2
NR2F1-AS1,FUS
NR2F1-AS1,HDAC2
NR2F1-AS1,HNRNPD
NR2F1-AS1,HNRNPK
NR2F1-AS1,ILF3
NR2F1-AS1,JAZF1
NR2F1-AS1,JUN
NR2F1-AS1,JUND
NR2F1-AS1,KAT2A
NR2F1-AS1,KDM1A
